disease	diseasecategory	women	men	nwomen	nmen	color	p_value	OR	p_adj	sex_bias	total_cases	diseasename
P02	Certain conditions originating in the perinatal period	66	3	3096908	2960950	#E3DFD6	3.98123693703528e-16	3.04623079797219	8.44537323301014e-16	women	4.23410650459726	newborn affected by comp of placenta, cord and membranes
P03	Certain conditions originating in the perinatal period	66	18	3096908	2960950	#E3DFD6	2.76097511504177e-07	1.25433404911332	4.83939290765672e-07	women	4.43081679884331	newborn affected by other comp of labor and delivery
P05	Certain conditions originating in the perinatal period	1657	69	3096908	2960950	#E3DFD6	0	3.13432452073525	0	women	7.45356187164337	disord of nb related to slow fetal growth and fetal malnut
P07	Certain conditions originating in the perinatal period	210	140	3096908	2960950	#E3DFD6	0.000900444933828677	0.360587762409207	0.00139635500083383	women	5.85793315448346	disord of nb related to short gest and low birth weight, nec disorders of newborn related to short gestation and low birth weight, not elsewhere classified
P08	Certain conditions originating in the perinatal period	180	4	3096908	2960950	#E3DFD6	1.37403573471145e-46	3.76183350148581	3.60455374405969e-46	women	5.21493575760899	disord of newborn related to long gest and high birth weight disorders of newborn related to long gestation and high birth weight
P13	Certain conditions originating in the perinatal period	21	48	3096908	2960950	#E3DFD6	0.000650735096485324	-0.871611263928876	0.00101612801772609	men	4.23410650459726	birth injury to skeleton
P25	Certain conditions originating in the perinatal period	9	27	3096908	2960950	#E3DFD6	0.00221880668807239	-1.14355479165426	0.00334841968075354	men	3.58351893845611	interstit emphysema and rel cond origin in perinat period
P28	Certain conditions originating in the perinatal period	75	120	3096908	2960950	#E3DFD6	0.000426978164936745	-0.514906447609613	0.000672736367978416	men	5.27299955856375	oth respiratory conditions origin in the perinatal period
P37	Certain conditions originating in the perinatal period	60	32	3096908	2960950	#E3DFD6	0.00876341853299758	0.583718033129663	0.0126896235243222	women	4.52178857704904	other congenital infectious and parasitic diseases
P38	Certain conditions originating in the perinatal period	676	340	3096908	2960950	#E3DFD6	4.05397586263454e-23	0.642451890451864	9.22103758350689e-23	women	6.92362862813843	omphalitis of newborn
P39	Certain conditions originating in the perinatal period	196	61	3096908	2960950	#E3DFD6	1.84665338401378e-16	1.12229961500606	3.93852632308631e-16	women	5.54907608489522	other infections specific to the perinatal period
P50	Certain conditions originating in the perinatal period	86	10	3096908	2960950	#E3DFD6	1.10229714641149e-15	2.10688708593225	2.30108184144785e-15	women	4.56434819146784	newborn affected by intrauterine (fetal) blood loss
P55	Certain conditions originating in the perinatal period	171	4	3096908	2960950	#E3DFD6	5.21923684800723e-44	3.71053864642934	1.35562356415237e-43	women	5.16478597392351	hemolytic disease of newborn
P61	Certain conditions originating in the perinatal period	105	59	3096908	2960950	#E3DFD6	0.000990493256150212	0.53153770745044	0.00152996701195332	women	5.0998664278242	other perinatal hematological disorders
P71	Certain conditions originating in the perinatal period	26	12	3096908	2960950	#E3DFD6	0.0352330128225147	0.72829567993034	0.048774636924044	women	3.63758615972639	transitory neonatal disorders of calcium and magnesium metab transitory neonatal disorders of calcium and magnesium metabolism
P72	Certain conditions originating in the perinatal period	89	11	3096908	2960950	#E3DFD6	8.85653354843238e-16	2.04586528575699	1.8537478464405e-15	women	4.60517018598809	other transitory neonatal endocrine disorders
P83	Certain conditions originating in the perinatal period	108	57	3096908	2960950	#E3DFD6	0.000234100028320885	0.594196404717082	0.000374084715306672	women	5.10594547390058	other conditions of integument specific to newborn
P92	Certain conditions originating in the perinatal period	244	62	3096908	2960950	#E3DFD6	5.9924947562828e-25	1.32513752833641	1.38912912317955e-24	women	5.72358510195238	feeding problems of newborn
P93	Certain conditions originating in the perinatal period	457	254	3096908	2960950	#E3DFD6	1.7380995491684e-12	0.542511716016001	3.43258304942416e-12	women	6.56667242980324	reactions and intoxications due to drugs administered to nb
P95	Certain conditions originating in the perinatal period	423	16	3096908	2960950	#E3DFD6	4.47827001964632e-100	3.2300582630727	1.43268231929336e-99	women	6.08449941307517	stillbirth
P96	Certain conditions originating in the perinatal period	161	23	3096908	2960950	#E3DFD6	1.85533464702168e-25	1.90104909511106	4.3263655324624e-25	women	5.21493575760899	other conditions originating in the perinatal period
Q00	Congenital malformations and chromosomal abnormalities	20	5	3096908	2960950	#B2B1A5	0.00430173710133957	1.34134722698298	0.00637564425377447	women	3.2188758248682	anencephaly and similar malformations
Q07	Congenital malformations and chromosomal abnormalities	738	255	3096908	2960950	#B2B1A5	1.56466870025511e-50	1.01785441836348	4.23159541959028e-50	women	6.90073066404517	other congenital malformations of nervous system
Q15	Congenital malformations and chromosomal abnormalities	117	81	3096908	2960950	#B2B1A5	0.0273676032631194	0.322837856365083	0.0382223669353593	women	5.28826703069454	other congenital malformations of eye
Q18	Congenital malformations and chromosomal abnormalities	175	99	3096908	2960950	#B2B1A5	2.77906697108829e-05	0.524790033334064	4.57557679131064e-05	women	5.61312810638807	other congenital malformations of face and neck
Q23	Congenital malformations and chromosomal abnormalities	195	288	3096908	2960950	#B2B1A5	2.54078825503096e-06	-0.43488241159008	4.37071116220626e-06	men	6.18001665365257	congenital malformations of aortic and mitral valves
Q27	Congenital malformations and chromosomal abnormalities	105	73	3096908	2960950	#B2B1A5	0.0360042263249491	0.318612874807064	0.049798464178796	women	5.18178355029209	other congenital malformations of peripheral vascular system other congenital malformations of peripheral vascular system
Q36	Congenital malformations and chromosomal abnormalities	188	257	3096908	2960950	#B2B1A5	0.000209340473345976	-0.357548664347972	0.000334859659600169	men	6.09807428216624	cleft lip
Q38	Congenital malformations and chromosomal abnormalities	1104	1497	3096908	2960950	#B2B1A5	8.78569775777534e-19	-0.349560917557555	1.90740527872254e-18	men	7.86365126544865	other congenital malformations of tongue, mouth and pharynx
Q40	Congenital malformations and chromosomal abnormalities	38235	24736	3096908	2960950	#B2B1A5	0	0.394626958564515	0	women	11.0504295819347	other congenital malformations of upper alimentary tract
Q44	Congenital malformations and chromosomal abnormalities	226	132	3096908	2960950	#B2B1A5	5.05438072988656e-06	0.492862417958586	8.5636116995064e-06	women	5.8805329864007	congenital malform of gallbladder, bile ducts and liver
Q50	Congenital malformations and chromosomal abnormalities	799	2	3096908	2960950	#B2B1A5	1.59067913977945e-228	5.94320202427028	6.69446247597019e-228	women	6.68586094706836	congen malform of ovaries, fallopian tubes & broad ligaments congenital malformations of ovaries, fallopian tubes and broad ligaments
Q51	Congenital malformations and chromosomal abnormalities	1376	3	3096908	2960950	#B2B1A5	0	6.08180044300185	0	women	7.2291138777933	congenital malformations of uterus and cervix
Q52	Congenital malformations and chromosomal abnormalities	1087	5	3096908	2960950	#B2B1A5	7.45692751043106e-306	5.33286046353872	3.51413290461631e-305	women	6.99576615630485	other congenital malformations of female genitalia
Q53	Congenital malformations and chromosomal abnormalities	26	6764	3096908	2960950	#B2B1A5	0	-5.60444300111508	0	men	8.82320622055274	undescended and ectopic testicle
Q54	Congenital malformations and chromosomal abnormalities	6	1072	3096908	2960950	#B2B1A5	1.86954440386328e-320	-5.23643534718866	8.9717380628312e-320	men	6.98286275146894	hypospadias
Q55	Congenital malformations and chromosomal abnormalities	2	535	3096908	2960950	#B2B1A5	1.74242133438058e-162	-5.6303310388949	6.62456806839379e-162	men	6.28599809450886	other congenital malformations of male genital organs
Q62	Congenital malformations and chromosomal abnormalities	1531	1088	3096908	2960950	#B2B1A5	5.47265231308487e-14	0.296809977715474	1.10861708375748e-13	women	7.87054784450771	congen defects of renal pelvis and congen malform of ureter
Q63	Congenital malformations and chromosomal abnormalities	1264	921	3096908	2960950	#B2B1A5	2.96168222078326e-10	0.271777109628496	5.54962835180102e-10	women	7.68937110752969	other congenital malformations of kidney
Q64	Congenital malformations and chromosomal abnormalities	116	161	3096908	2960950	#B2B1A5	0.00214705175396223	-0.372719253508119	0.00324948025070821	men	5.62401750618734	other congenital malformations of urinary system
Q65	Congenital malformations and chromosomal abnormalities	2061	1214	3096908	2960950	#B2B1A5	4.23389126709093e-42	0.484627212523326	1.08184169714304e-41	women	8.09407314806935	congenital deformities of hip
Q67	Congenital malformations and chromosomal abnormalities	896	2018	3096908	2960950	#B2B1A5	1.25202238728376e-109	-0.857211546656963	4.16634933950242e-109	men	7.97728198675515	congenital ms deformities of head, face, spine and chest
Q74	Congenital malformations and chromosomal abnormalities	4559	2853	3096908	2960950	#B2B1A5	2.30413376861857e-72	0.42434279899463	6.82995584144187e-72	women	8.91085558740525	other congenital malformations of limb(s)
Q76	Congenital malformations and chromosomal abnormalities	678	490	3096908	2960950	#B2B1A5	2.36171534162454e-06	0.279898657141314	4.0671115401718e-06	women	7.06304816338817	congenital malformations of spine and bony thorax
Q78	Congenital malformations and chromosomal abnormalities	817	547	3096908	2960950	#B2B1A5	8.59722221624679e-11	0.35637156110559	1.62449312945648e-10	women	7.21817683840341	other osteochondrodysplasias
Q79	Congenital malformations and chromosomal abnormalities	360	257	3096908	2960950	#B2B1A5	0.000333075864273555	0.292160516003124	0.000528489324966306	women	6.42486902390539	congenital malformations of musculoskeletal system, nec
Q80	Congenital malformations and chromosomal abnormalities	187	328	3096908	2960950	#B2B1A5	1.52920387766832e-11	-0.606841884722761	2.94610392099135e-11	men	6.24416690066374	congenital ichthyosis
Q83	Congenital malformations and chromosomal abnormalities	783	152	3096908	2960950	#B2B1A5	4.25650288322776e-97	1.59452986853906	1.35075313270171e-96	women	6.84054652928869	congenital malformations of breast
Q89	Congenital malformations and chromosomal abnormalities	3970	2870	3096908	2960950	#B2B1A5	1.70521659997997e-30	0.279870354171398	4.10399224521173e-30	women	8.8305430106166	other congenital malformations, not elsewhere classified
Q96	Congenital malformations and chromosomal abnormalities	218	18	3096908	2960950	#B2B1A5	4.07081713457599e-43	2.44958239607623	1.04526364923697e-42	women	5.46383180502561	turner's syndrome
Q97	Congenital malformations and chromosomal abnormalities	18	3	3096908	2960950	#B2B1A5	0.00157057833788311	1.74685157336861	0.00240008767361944	women	3.04452243772342	oth sex chromosome abnormalities, female phenotype, nec
Q98	Congenital malformations and chromosomal abnormalities	5	309	3096908	2960950	#B2B1A5	7.56812233694592e-88	-4.16890396747004	2.35885634818869e-87	men	5.74939298590825	oth sex chromosome abnormalities, male phenotype, nec
R00	Symptoms, signs and abnormal laboratory findings	119046	82724	3096908	2960950	#58574B	0	0.329964640349079	0	women	12.2148837138087	abnormalities of heart beat
R02	Symptoms, signs and abnormal laboratory findings	354	790	3096908	2960950	#58574B	2.7215477952318e-43	-0.847786051553818	7.01099219262661e-43	men	7.04228617193974	NA
R04	Symptoms, signs and abnormal laboratory findings	52627	69310	3096908	2960950	#58574B	0	-0.326795393805132	0	men	11.7112597968958	hemorrhage from respiratory passages
R05	Symptoms, signs and abnormal laboratory findings	449804	327081	3096908	2960950	#58574B	0	0.313585763718501	0	women	13.5630476132479	cough
R10	Symptoms, signs and abnormal laboratory findings	682956	427714	3096908	2960950	#58574B	0	0.516193810740889	0	women	13.9204739947967	abdominal and pelvic pain
R11	Symptoms, signs and abnormal laboratory findings	210736	130664	3096908	2960950	#58574B	0	0.458416892079549	0	women	12.7408100893425	nausea and vomiting
R14	Symptoms, signs and abnormal laboratory findings	60082	35259	3096908	2960950	#58574B	0	0.495701685316536	0	women	11.4652152174808	flatulence and related conditions
R15	Symptoms, signs and abnormal laboratory findings	30729	19684	3096908	2960950	#58574B	0	0.403804070350304	0	women	10.8280043573075	fecal incontinence
R16	Symptoms, signs and abnormal laboratory findings	5213	8642	3096908	2960950	#58574B	6.09703313368079e-224	-0.551603050823607	2.54555176456593e-223	men	9.53640145729708	hepatomegaly and splenomegaly, not elsewhere classified
R17	Symptoms, signs and abnormal laboratory findings	3864	5571	3096908	2960950	#58574B	2.75454372675953e-87	-0.411393901941349	8.56848186940614e-87	men	9.15218145780265	unspecified jaundice
R18	Symptoms, signs and abnormal laboratory findings	2828	4618	3096908	2960950	#58574B	6.53111100007414e-115	-0.535925609722351	2.20600186998212e-114	men	8.91543225443266	ascites
R20	Symptoms, signs and abnormal laboratory findings	107532	72788	3096908	2960950	#58574B	0	0.35578853936937	0	women	12.1024883292736	disturbances of skin sensation
R21	Symptoms, signs and abnormal laboratory findings	23410	15514	3096908	2960950	#58574B	1.31172980493944e-281	0.368856866132449	6.00192649120546e-281	women	10.5693663059419	rash and other nonspecific skin eruption
R23	Symptoms, signs and abnormal laboratory findings	35726	26127	3096908	2960950	#58574B	1.03094745058539e-242	0.270752833808126	4.44578434855177e-242	women	11.0325158810906	other skin changes
R25	Symptoms, signs and abnormal laboratory findings	40572	28063	3096908	2960950	#58574B	0	0.327393036765035	0	women	11.1365578876858	abnormal involuntary movements
R27	Symptoms, signs and abnormal laboratory findings	4000	2769	3096908	2960950	#58574B	1.39392848995184e-39	0.323267578005736	3.52173907413193e-39	women	8.82010864450861	other lack of coordination
R30	Symptoms, signs and abnormal laboratory findings	170857	56611	3096908	2960950	#58574B	0	1.09719950591238	0	women	12.334764848139	pain associated with micturition
R31	Symptoms, signs and abnormal laboratory findings	60761	90124	3096908	2960950	#58574B	0	-0.450219792759619	0	men	11.9242732362365	hematuria
R32	Symptoms, signs and abnormal laboratory findings	255121	116373	3096908	2960950	#58574B	0	0.785923345494108	0	women	12.8252879922693	unspecified urinary incontinence
R33	Symptoms, signs and abnormal laboratory findings	4766	28067	3096908	2960950	#58574B	0	-1.82593487297542	0	men	10.3991893861563	retention of urine
R35	Symptoms, signs and abnormal laboratory findings	6532	9997	3096908	2960950	#58574B	2.72867910682613e-197	-0.471729117905666	1.10126690106265e-196	men	9.71287169291735	polyuria
R36	Symptoms, signs and abnormal laboratory findings	13	154	3096908	2960950	#58574B	2.358303706536e-33	-2.51731585171448	5.77289274352669e-33	men	5.11799381241676	urethral discharge
R41	Symptoms, signs and abnormal laboratory findings	64528	40254	3096908	2960950	#58574B	0	0.434358837254002	0	women	11.5596372803922	oth symptoms and signs w cognitive functions and awareness
R42	Symptoms, signs and abnormal laboratory findings	390251	210246	3096908	2960950	#58574B	0	0.634644656434221	0	women	13.3055129246529	dizziness and giddiness
R43	Symptoms, signs and abnormal laboratory findings	8014	5025	3096908	2960950	#58574B	8.24445624613181e-125	0.422758488856014	2.85203827063988e-124	women	9.47570014542347	disturbances of smell and taste
R44	Symptoms, signs and abnormal laboratory findings	3945	1804	3096908	2960950	#58574B	1.87968526781275e-159	0.738209229909249	7.04434431318399e-159	women	8.65678120562329	oth symptoms and signs w general sensations and perceptions
R45	Symptoms, signs and abnormal laboratory findings	51522	33780	3096908	2960950	#58574B	0	0.382543942035002	0	women	11.3539531798638	symptoms and signs involving emotional state
R46	Symptoms, signs and abnormal laboratory findings	1987	2879	3096908	2960950	#58574B	6.7829597870714e-47	-0.416035447813652	1.79133870886751e-46	men	8.49002752334347	symptoms and signs involving appearance and behavior
R49	Symptoms, signs and abnormal laboratory findings	100509	52280	3096908	2960950	#58574B	0	0.623911978963286	0	women	11.9368131635944	voice and resonance disorders
R51	Symptoms, signs and abnormal laboratory findings	268573	159379	3096908	2960950	#58574B	0	0.512321874009457	0	women	12.966766318742	headache
R52	Symptoms, signs and abnormal laboratory findings	115591	80204	3096908	2960950	#58574B	0	0.33116474252735	0	women	12.184823472491	pain, unspecified
R53	Symptoms, signs and abnormal laboratory findings	270206	128372	3096908	2960950	#58574B	0	0.746334454972682	0	women	12.8956584920615	malaise and fatigue
R54	Symptoms, signs and abnormal laboratory findings	14338	7425	3096908	2960950	#58574B	0	0.615291142402104	0	women	9.98796655911407	age-related physical debility
R58	Symptoms, signs and abnormal laboratory findings	12571	7304	3096908	2960950	#58574B	1.12156555126165e-260	0.499668880754432	4.9868479595645e-260	women	9.89721793952253	hemorrhage, not elsewhere classified
R59	Symptoms, signs and abnormal laboratory findings	75151	49052	3096908	2960950	#58574B	0	0.389580371714172	0	women	11.7296726027792	enlarged lymph nodes
R60	Symptoms, signs and abnormal laboratory findings	91119	56145	3096908	2960950	#58574B	0	0.450049316733638	0	women	11.899982173395	edema, not elsewhere classified
R62	Symptoms, signs and abnormal laboratory findings	7864	11520	3096908	2960950	#58574B	3.06274881875749e-191	-0.42803212646191	1.22354483267114e-190	men	9.87220326249636	lack of expected normal physiol dev in childhood and adults
R68	Symptoms, signs and abnormal laboratory findings	23370	15644	3096908	2960950	#58574B	2.05187270398767e-267	0.358745103566934	9.25400468789856e-267	women	10.5716758350549	other general symptoms and signs
R70	Symptoms, signs and abnormal laboratory findings	6797	1917	3096908	2960950	#58574B	0	1.22229848600629	0	women	9.07268620667739	elev erythro sedim and abnormality of plasma viscosity
R71	Symptoms, signs and abnormal laboratory findings	2470	3476	3096908	2960950	#58574B	1.4350472506895e-49	-0.386928683186183	3.8414360077981e-49	men	8.69047400355804	abnormality of red blood cells
R74	Symptoms, signs and abnormal laboratory findings	95539	125209	3096908	2960950	#58574B	0	-0.327209167469558	0	men	12.3047770584025	abnormal serum enzyme levels
R75	Symptoms, signs and abnormal laboratory findings	18	37	3096908	2960950	#58574B	0.00676935500364841	-0.76544068025485	0.00989318920681764	men	4.00733318523247	inconclusive laboratory evidence of human immunodef virus
R76	Symptoms, signs and abnormal laboratory findings	3061	15829	3096908	2960950	#58574B	0	-1.69232395751932	0	men	9.84638796049556	other abnormal immunological findings in serum
R80	Symptoms, signs and abnormal laboratory findings	20405	32917	3096908	2960950	#58574B	0	-0.527663982068134	0	men	10.8841042829665	proteinuria
R81	Symptoms, signs and abnormal laboratory findings	250	401	3096908	2960950	#58574B	7.97521713955058e-11	-0.517441712893475	1.50877305019863e-10	men	6.47850964220857	glycosuria
R82	Symptoms, signs and abnormal laboratory findings	12620	5469	3096908	2960950	#58574B	0	0.793471329996106	0	women	9.80305929770164	other and unspecified abnormal findings in urine
R86	Symptoms, signs and abnormal laboratory findings	3	328	3096908	2960950	#58574B	1.2061290584567e-96	-4.73932038688732	3.8198131549514e-96	men	5.80211837537706	abnormal findings in specimens from male genital organs
R87	Symptoms, signs and abnormal laboratory findings	1511	11	3096908	2960950	#58574B	0	4.87942082410786	0	women	7.32778053842163	abnormal findings in specimens from female genital organs
R89	Symptoms, signs and abnormal laboratory findings	243	161	3096908	2960950	#58574B	0.000275068380534788	0.36678321652927	0.000437773135451725	women	6.00141487796115	abnormal findings in specimens from oth org/tiss
R91	Symptoms, signs and abnormal laboratory findings	651	987	3096908	2960950	#58574B	2.63736606814504e-20	-0.461170442498615	5.83855723102713e-20	men	7.40123126441302	abnormal findings on diagnostic imaging of lung
R92	Symptoms, signs and abnormal laboratory findings	1073	18	3096908	2960950	#58574B	4.16757520685798e-280	4.04329194006203	1.9013806885781e-279	women	6.99484998583307	abnormal and inconclusive findings on dx imaging of breast
R95	Symptoms, signs and abnormal laboratory findings	117	156	3096908	2960950	#58574B	0.00641983522365619	-0.332585942135393	0.00939983315538125	men	5.60947179518496	NA
R96	Symptoms, signs and abnormal laboratory findings	1037	1389	3096908	2960950	#58574B	1.6467916143722e-16	-0.337275298992384	3.51702849528065e-16	men	7.793999089504	NA
S01	Injury, poisoning	9027	15509	3096908	2960950	#C5AB89	0	-0.588419168494758	0	men	10.1078967057941	open wound of head
S03	Injury, poisoning	4946	3408	3096908	2960950	#C5AB89	8.34347050114743e-50	0.328002819696024	2.24106187180991e-49	women	9.03049574505712	dislocation and sprain of joints and ligaments of head
S04	Injury, poisoning	77	169	3096908	2960950	#C5AB89	3.81701564768396e-10	-0.831023264828622	7.13537129388902e-10	men	5.50533153593236	injury of cranial nerve
S05	Injury, poisoning	19912	32797	3096908	2960950	#C5AB89	0	-0.548588393310857	0	men	10.8725414979372	injury of eye and orbit
S06	Injury, poisoning	7884	9932	3096908	2960950	#C5AB89	1.96854829835974e-75	-0.27662761227558	5.91315843820272e-75	men	9.7878522089372	intracranial injury
S07	Injury, poisoning	68	117	3096908	2960950	#C5AB89	9.08769872757196e-05	-0.587570226817296	0.00014685870428335	men	5.22035582507832	crushing injury of head
S11	Injury, poisoning	218	357	3096908	2960950	#C5AB89	2.38191565563474e-10	-0.538177329737018	4.46857597374146e-10	men	6.35437004079735	open wound of neck
S12	Injury, poisoning	804	1105	3096908	2960950	#C5AB89	3.4375955791218e-15	-0.363003294461417	7.12882139860042e-15	men	7.55433482372575	fracture of cervical vertebra and other parts of neck
S14	Injury, poisoning	248	417	3096908	2960950	#C5AB89	9.14886992343107e-13	-0.564604640916874	1.81822238124754e-12	men	6.49978704065585	injury of nerves and spinal cord at neck level
S20	Injury, poisoning	8851	11547	3096908	2960950	#C5AB89	1.24586699023107e-108	-0.311829842217306	4.12840977394466e-108	men	9.92319213581046	superficial injury of thorax
S24	Injury, poisoning	16	36	3096908	2960950	#C5AB89	0.00341970586137755	-0.855834572178036	0.00511169708053967	men	3.95124371858143	injury of nerves and spinal cord at thorax level
S26	Injury, poisoning	1	8	3096908	2960950	#C5AB89	0.0189652667398572	-2.12432839818024	0.0267485034485082	men	2.19722457733622	injury of heart
S27	Injury, poisoning	59	176	3096908	2960950	#C5AB89	6.19947670749227e-16	-1.13792073444886	1.30979548155609e-15	men	5.45958551414416	injury of other and unspecified intrathoracic organs
S29	Injury, poisoning	3996	5253	3096908	2960950	#C5AB89	1.66602390023967e-52	-0.318879223668164	4.57647752003009e-52	men	9.13227071655426	other and unspecified injuries of thorax
S31	Injury, poisoning	2457	3242	3096908	2960950	#C5AB89	1.03051474375861e-33	-0.322440322903944	2.53442219793132e-33	men	8.648045999835	opn wnd abdomen, lower back, pelvis and external genitals
S32	Injury, poisoning	26158	10077	3096908	2960950	#C5AB89	0	0.914153125147325	0	women	10.4977807815434	fracture of lumbar spine and pelvis
S36	Injury, poisoning	337	829	3096908	2960950	#C5AB89	2.27031576727258e-53	-0.945223510873945	6.24733744350881e-53	men	7.06133436691044	injury of intra-abdominal organs
S38	Injury, poisoning	821	73	3096908	2960950	#C5AB89	6.06994390566658e-154	2.37509941575528	2.25332351592434e-153	women	6.79570577517351	crush inj & traum amp of abd,low back, pelv & extrn genitals crushing injury and traumatic amputation of abdomen, lower back, pelvis and external genitals
S39	Injury, poisoning	560	833	3096908	2960950	#C5AB89	3.5416583846502e-16	-0.442084477735624	7.52303683864969e-16	men	7.23921497377981	oth & unsp injuries of abd, low back, pelv & extrn genitals
S41	Injury, poisoning	909	1933	3096908	2960950	#C5AB89	2.57922977766135e-94	-0.799741172457603	8.15202343381318e-94	men	7.95226330865705	open wound of shoulder and upper arm
S42	Injury, poisoning	46329	32559	3096908	2960950	#C5AB89	0	0.311832619691967	0	women	11.2757844040122	fracture of shoulder and upper arm
S43	Injury, poisoning	18005	28778	3096908	2960950	#C5AB89	0	-0.517783734885565	0	men	10.753275168052	disloc and sprain of joints and ligaments of shoulder girdle dislocation and sprain of joints and ligaments of shoulder girdle
S44	Injury, poisoning	77	102	3096908	2960950	#C5AB89	0.0303208953044278	-0.326066080153548	0.0421599727996196	men	5.18738580584075	injury of nerves at shoulder and upper arm level
S46	Injury, poisoning	979	1302	3096908	2960950	#C5AB89	4.85740925381685e-15	-0.330137836080268	1.00335461489603e-14	men	7.73236922228439	injury of muscle, fascia and tendon at shldr/up arm
S51	Injury, poisoning	997	2576	3096908	2960950	#C5AB89	5.62289901084101e-175	-0.994701692966961	2.20160274703078e-174	men	8.18116085802341	open wound of elbow and forearm
S52	Injury, poisoning	70172	43520	3096908	2960950	#C5AB89	0	0.440941758880831	0	women	11.6412483166651	fracture of forearm
S54	Injury, poisoning	68	96	3096908	2960950	#C5AB89	0.0152442327280661	-0.389738811101269	0.0216360886510154	men	5.0998664278242	injury of nerves at forearm level
S56	Injury, poisoning	340	578	3096908	2960950	#C5AB89	1.02687833579119e-17	-0.575600096949087	2.20806898980237e-17	men	6.82219739062049	injury of muscle, fascia and tendon at forearm level
S58	Injury, poisoning	0	11	3096908	2960950	#C5AB89	0.000380388788711801	-11	0.000601136499430096	men	2.39789527279837	traumatic amputation of elbow and forearm
S61	Injury, poisoning	81166	131698	3096908	2960950	#C5AB89	0	-0.547839125082375	0	men	12.2684087431125	open wound of wrist, hand and fingers
S62	Injury, poisoning	40163	69013	3096908	2960950	#C5AB89	0	-0.596764335722051	0	men	11.600716537918	fracture at wrist and hand level
S64	Injury, poisoning	89	141	3096908	2960950	#C5AB89	0.000162811995324056	-0.50502895903464	0.000260963422240392	men	5.4380793089232	injury of nerves at wrist and hand level
S65	Injury, poisoning	17	39	3096908	2960950	#C5AB89	0.0019550741962755	-0.875278787549179	0.00297322394679965	men	4.02535169073515	injury of blood vessels at wrist and hand level
S66	Injury, poisoning	414	934	3096908	2960950	#C5AB89	7.81619093681441e-52	-0.858689587124214	2.12481598178685e-51	men	7.20637729147225	injury of muscle, fascia and tendon at wrist and hand level
S67	Injury, poisoning	194	290	3096908	2960950	#C5AB89	1.31195376916045e-06	-0.446945107311332	2.26924750841598e-06	men	6.18208490671663	crushing injury of wrist, hand and fingers
S68	Injury, poisoning	66	356	3096908	2960950	#C5AB89	3.60982998243487e-52	-1.73023286720911	9.88151720409129e-52	men	6.04500531403601	traumatic amputation of wrist, hand and fingers
S69	Injury, poisoning	321	421	3096908	2960950	#C5AB89	1.97686846775952e-05	-0.316119567556904	3.27535891395103e-05	men	6.60934924316738	other and unspecified injuries of wrist, hand and finger(s)
S71	Injury, poisoning	920	1380	3096908	2960950	#C5AB89	1.22472734096753e-26	-0.450521158799733	2.87290735422189e-26	men	7.74066440191724	open wound of hip and thigh
S72	Injury, poisoning	48289	19979	3096908	2960950	#C5AB89	0	0.846643730779864	0	women	11.1311964145386	fracture of femur
S76	Injury, poisoning	541	1078	3096908	2960950	#C5AB89	1.06869608039691e-46	-0.734520387984693	2.8129224591049e-46	men	7.38956395367764	injury of muscle, fascia and tendon at hip and thigh level
S77	Injury, poisoning	12	27	3096908	2960950	#C5AB89	0.0151974702374942	-0.855832824187917	0.0215891860594007	men	3.66356164612965	crushing injury of hip and thigh
S78	Injury, poisoning	5	19	3096908	2960950	#C5AB89	0.00347925327146512	-1.37980630778319	0.005190848008802	men	3.17805383034795	traumatic amputation of hip and thigh
S83	Injury, poisoning	67766	89730	3096908	2960950	#C5AB89	0	-0.334281173779363	0	men	11.9671553400999	dislocation and sprain of joints and ligaments of knee
S84	Injury, poisoning	33	57	3096908	2960950	#C5AB89	0.00802912940785211	-0.591438751297138	0.0116585329224716	men	4.49980967033027	injury of nerves at lower leg level
S85	Injury, poisoning	27	10	3096908	2960950	#C5AB89	0.00818685025559708	0.948286816691768	0.0118765919836957	women	3.61091791264422	injury of blood vessels at lower leg level
S86	Injury, poisoning	577	1360	3096908	2960950	#C5AB89	1.46605270352636e-80	-0.902589906283603	4.50696670966893e-80	men	7.568895663407	injury of muscle, fascia and tendon at lower leg level
S88	Injury, poisoning	62	144	3096908	2960950	#C5AB89	1.21974771609804e-09	-0.887628792982168	2.24023676212171e-09	men	5.32787616878958	traumatic amputation of lower leg
S89	Injury, poisoning	1608	2154	3096908	2960950	#C5AB89	8.26268427520223e-25	-0.337432624975382	1.90975991911429e-24	men	8.23270600986098	other and unspecified injuries of lower leg
S91	Injury, poisoning	4772	6377	3096908	2960950	#C5AB89	2.42315631211794e-69	-0.335435063107329	7.15581244891863e-69	men	9.31910508676757	open wound of ankle, foot and toes
S96	Injury, poisoning	228	323	3096908	2960950	#C5AB89	4.85250125586563e-06	-0.393229961311272	8.23930633951727e-06	men	6.31173480915291	injury of muscle and tendon at ankle and foot level
S98	Injury, poisoning	125	335	3096908	2960950	#C5AB89	2.01344773297579e-25	-1.03080040940172	4.6881164670176e-25	men	6.13122648948314	traumatic amputation of ankle and foot
T01	Injury, poisoning	3871	6940	3096908	2960950	#C5AB89	1.64743899740927e-225	-0.629771276994894	6.89646005830369e-225	men	9.28831941329277	NA
T03	Injury, poisoning	774	997	3096908	2960950	#C5AB89	4.40630355401009e-10	-0.298155434084571	8.20771809942234e-10	men	7.47929963778283	NA
