disease	diseasecategory	women	men	nwomen	nmen	color	p_value	OR	p_adj	sex_bias	total_cases	diseasename
A15	Infectious and parasitic	612	912	3096908	2960950	#DD3232	1.06153727186297e-17	-0.443905198844377	2.27948112675623e-17	men	7.32909373624659	respiratory tuberculosis
A16	Infectious and parasitic	3121	4880	3096908	2960950	#DD3232	5.72590518141678e-105	-0.492519523593216	1.86982878745851e-104	men	8.98732181285012	NA
A17	Infectious and parasitic	42	70	3096908	2960950	#DD3232	0.00441165920752463	-0.555722113413631	0.00652627029383813	men	4.71849887129509	tuberculosis of nervous system
A19	Infectious and parasitic	63	146	3096908	2960950	#DD3232	1.02935068172392e-09	-0.88542238887585	1.8949683895128e-09	men	5.34233425196481	miliary tuberculosis
A20	Infectious and parasitic	31	56	3096908	2960950	#DD3232	0.00500376240727565	-0.636260033899918	0.00736067479350643	men	4.46590811865458	plague
A22	Infectious and parasitic	84	110	3096908	2960950	#DD3232	0.0311287381031135	-0.314562950298119	0.043245043048809	men	5.26785815906333	anthrax
A23	Infectious and parasitic	60	101	3096908	2960950	#DD3232	0.000489110973668246	-0.565677101235282	0.00076832402450481	men	5.08140436498446	brucellosis
A27	Infectious and parasitic	13	29	3096908	2960950	#DD3232	0.0125749555212621	-0.847249565655261	0.0180263934339404	men	3.73766961828337	leptospirosis
A28	Infectious and parasitic	259	112	3096908	2960950	#DD3232	2.94832595137331e-13	0.793426564499737	5.91167521969628e-13	women	5.91620206260743	other zoonotic bacterial diseases, not elsewhere classified
A34	Infectious and parasitic	19	0	3096908	2960950	#DD3232	4.14691651486715e-06	11	7.06411969091005e-06	women	2.94443897916644	obstetrical tetanus
A35	Infectious and parasitic	41	16	3096908	2960950	#DD3232	0.00203602400387049	0.896027653085947	0.00308738129295968	women	4.04305126783455	other tetanus
A37	Infectious and parasitic	2410	1646	3096908	2960950	#DD3232	3.05130633350294e-26	0.336603526914081	7.14695858472266e-26	women	8.30795254527102	whooping cough
A42	Infectious and parasitic	112	33	3096908	2960950	#DD3232	1.13387431391955e-10	1.17704066794221	2.13994984425585e-10	women	4.97673374242057	actinomycosis
A43	Infectious and parasitic	25	46	3096908	2960950	#DD3232	0.0086290075072337	-0.654659799801853	0.0125064989101159	men	4.26267987704132	nocardiosis
A44	Infectious and parasitic	371	41	3096908	2960950	#DD3232	1.12865298229874e-64	2.15783734906155	3.28373344572683e-64	women	6.02102334934953	bartonellosis
A48	Infectious and parasitic	134	279	3096908	2960950	#DD3232	2.54142098814898e-14	-0.778310933385394	5.1883224842367e-14	men	6.02344759296103	other bacterial diseases, not elsewhere classified
A51	Infectious and parasitic	193	787	3096908	2960950	#DD3232	1.22636317325712e-91	-1.4505564113871	3.85288549841659e-91	men	6.88755257166462	early syphilis
A52	Infectious and parasitic	776	1219	3096908	2960950	#DD3232	7.42102209092334e-28	-0.496681374237218	1.75913987516767e-27	men	7.59839932932396	late syphilis
A53	Infectious and parasitic	1584	4595	3096908	2960950	#DD3232	0	-1.11096702092515	0	men	8.72891172506098	other and unspecified syphilis
A54	Infectious and parasitic	1388	4500	3096908	2960950	#DD3232	0	-1.22225482639947	0	men	8.68067166040871	gonococcal infection
A55	Infectious and parasitic	5	95	3096908	2960950	#DD3232	9.13201696367989e-24	-2.98947451118076	2.09225541496829e-23	men	4.60517018598809	chlamydial lymphogranuloma (venereum)
A56	Infectious and parasitic	7139	2747	3096908	2960950	#DD3232	0	0.91147582831771	0	women	9.1988748938669	other sexually transmitted chlamydial diseases
A57	Infectious and parasitic	39	190	3096908	2960950	#DD3232	9.98262391625839e-27	-1.62835916350559	2.34517164838667e-26	men	5.43372200355424	chancroid
A59	Infectious and parasitic	7021	405	3096908	2960950	#DD3232	0	2.81013153710848	0	women	8.91274263473703	trichomoniasis
A60	Infectious and parasitic	13202	7392	3096908	2960950	#DD3232	8.48420972039023e-310	0.536843143855489	4.02233316261874e-309	women	9.9327550502167	anogenital herpesviral [herpes simplex] infections
A70	Infectious and parasitic	76	32	3096908	2960950	#DD3232	6.57820580016149e-05	0.820058680318027	0.000106633325741032	women	4.68213122712422	chlamydia psittaci infections
A74	Infectious and parasitic	1779	483	3096908	2960950	#DD3232	3.84409222454028e-161	1.25923756784783	1.45447143303519e-160	women	7.72400465667607	other diseases caused by chlamydiae
A78	Infectious and parasitic	116	186	3096908	2960950	#DD3232	1.10240911876222e-05	-0.517068342749422	1.84791475285594e-05	men	5.71042701737487	q fever
A79	Infectious and parasitic	162	109	3096908	2960950	#DD3232	0.0050948431964649	0.351366199852707	0.00748765937557026	women	5.6021188208797	other rickettsioses
A86	Infectious and parasitic	454	571	3096908	2960950	#DD3232	1.36501849665553e-05	-0.274228546794227	2.27599482387267e-05	men	6.93244789157251	unspecified viral encephalitis
A87	Infectious and parasitic	373	502	3096908	2960950	#DD3232	5.28380064491025e-07	-0.341959567575789	9.19989183085037e-07	men	6.77422388635761	viral meningitis
A88	Infectious and parasitic	930	519	3096908	2960950	#DD3232	1.30116613026735e-23	0.538506553222752	2.9724753106543e-23	women	7.27862894232068	oth viral infections of central nervous system, nec
A92	Infectious and parasitic	100	47	3096908	2960950	#DD3232	4.53020604465139e-05	0.710140329284472	7.38151585329325e-05	women	4.99043258677874	other mosquito-borne viral fevers
B00	Infectious and parasitic	71543	37224	3096908	2960950	#DD3232	0	0.619166228794854	0	women	11.596963258573	herpesviral [herpes simplex] infections
B02	Infectious and parasitic	113981	83336	3096908	2960950	#DD3232	0	0.277204495721547	0	women	12.1925668515021	zoster [herpes zoster]
B05	Infectious and parasitic	830	577	3096908	2960950	#DD3232	3.51427838956778e-09	0.3187592996991	6.40958770009233e-09	women	7.24921505711439	measles
B06	Infectious and parasitic	399	139	3096908	2960950	#DD3232	1.16712432531272e-27	1.00959221406051	2.75833887093428e-27	women	6.28785856016178	rubella [german measles]
B15	Infectious and parasitic	1695	2492	3096908	2960950	#DD3232	2.58518495172543e-43	-0.430584585732572	6.67062477707512e-43	men	8.33973976601914	acute hepatitis a
B16	Infectious and parasitic	5010	9349	3096908	2960950	#DD3232	0	-0.670263611845005	0	men	9.57213220229438	acute hepatitis b
B17	Infectious and parasitic	500	830	3096908	2960950	#DD3232	3.94244969233562e-23	-0.551822895922815	8.98034126734626e-23	men	7.1929342212158	other acute viral hepatitis
B18	Infectious and parasitic	13052	20138	3096908	2960950	#DD3232	0	-0.481154673977851	0	men	10.410003904714	chronic viral hepatitis
B19	Infectious and parasitic	3248	4232	3096908	2960950	#DD3232	1.45872749556218e-40	-0.309905662089222	3.70926830050869e-40	men	8.91998807096852	unspecified viral hepatitis
B20	Infectious and parasitic	329	1228	3096908	2960950	#DD3232	4.95632224902496e-131	-1.36218902359327	1.75309016178995e-130	men	7.350516171834	human immunodeficiency virus [hiv] disease
B21	Infectious and parasitic	12	76	3096908	2960950	#DD3232	2.56186791120495e-13	-1.8907209918557	5.1433419543834e-13	men	4.47733681447821	NA
B22	Infectious and parasitic	33	62	3096908	2960950	#DD3232	0.00140788580613654	-0.675524032982831	0.00215565394830634	men	4.55387689160054	NA
B23	Infectious and parasitic	23	73	3096908	2960950	#DD3232	9.36346935516558e-08	-1.19994339823224	1.65969603209804e-07	men	4.56434819146784	NA
B24	Infectious and parasitic	435	1530	3096908	2960950	#DD3232	2.34957276148342e-153	-1.30283574687712	8.68128527365001e-153	men	7.58324752430336	NA
B30	Infectious and parasitic	17416	12503	3096908	2960950	#DD3232	3.21557944389305e-134	0.287931794134441	1.14509548522345e-133	women	10.30624900907	viral conjunctivitis
B37	Infectious and parasitic	253172	58108	3096908	2960950	#DD3232	0	1.49221954467673	0	women	12.6484481076584	candidiasis
B44	Infectious and parasitic	161	253	3096908	2960950	#DD3232	6.20320831674e-07	-0.49690518630862	1.07887844094461e-06	men	6.02586597382531	aspergillosis
B45	Infectious and parasitic	3	17	3096908	2960950	#DD3232	0.00121726537277194	-1.77946896883857	0.00186742270637723	men	2.99573227355399	cryptococcosis
B50	Infectious and parasitic	106	287	3096908	2960950	#DD3232	2.35791156406108e-22	-1.04101655626012	5.31712435792571e-22	men	5.97380961186926	plasmodium falciparum malaria
B53	Infectious and parasitic	3	11	3096908	2960950	#DD3232	0.0317415102213159	-1.34407826525234	0.0440574401131845	men	2.63905732961526	other specified malaria
B54	Infectious and parasitic	301	728	3096908	2960950	#DD3232	8.45773101643096e-46	-0.928256152412123	2.20770623878314e-45	men	6.93634273583405	unspecified malaria
B55	Infectious and parasitic	119	164	3096908	2960950	#DD3232	0.00238746186109119	-0.365648191377016	0.00359604303287803	men	5.64544689764324	leishmaniasis
B57	Infectious and parasitic	2869	1225	3096908	2960950	#DD3232	4.55366112290982e-134	0.806584847052643	1.61793738317383e-133	women	8.31727776622123	chagas' disease
B58	Infectious and parasitic	951	550	3096908	2960950	#DD3232	1.66557504459773e-21	0.502818039600401	3.72388511391595e-21	women	7.31388683163346	toxoplasmosis
B59	Infectious and parasitic	7	21	3096908	2960950	#DD3232	0.0071525198660888	-1.14355341386952	0.0104144923859609	men	3.3322045101752	pneumocystosis
B65	Infectious and parasitic	101	404	3096908	2960950	#DD3232	5.00185544776497e-47	-1.43120929969664	1.32317991172808e-46	men	6.22455842927536	schistosomiasis [bilharziasis]
B76	Infectious and parasitic	87	165	3096908	2960950	#DD3232	1.3326024934406e-07	-0.684951994170442	2.35941093889257e-07	men	5.52942908751142	hookworm diseases
B77	Infectious and parasitic	672	466	3096908	2960950	#DD3232	8.88217226911999e-08	0.32123499942472	1.57615999454283e-07	women	7.03702761468628	ascariasis
B78	Infectious and parasitic	253	319	3096908	2960950	#DD3232	0.00108772116757665	-0.276717882360723	0.00167521831483918	men	6.3491389913798	strongyloidiasis
B80	Infectious and parasitic	18373	12620	3096908	2960950	#DD3232	1.0451214155464e-183	0.332380856671546	4.14362999513864e-183	women	10.3415166515176	enterobiasis
B81	Infectious and parasitic	147	79	3096908	2960950	#DD3232	2.56077715643561e-05	0.576106319381222	4.22058978453367e-05	women	5.42053499927229	other intestinal helminthiases, not elsewhere classified
B85	Infectious and parasitic	8389	2617	3096908	2960950	#DD3232	0	1.12173414584559	0	women	9.3061958576197	pediculosis and phthiriasis
B90	Infectious and parasitic	799	1099	3096908	2960950	#DD3232	3.4617382404138e-15	-0.363796530913672	7.16944209264647e-15	men	7.54855597916987	sequelae of tuberculosis
B96	Infectious and parasitic	85294	50032	3096908	2960950	#DD3232	0	0.4994277954409	0	women	11.8154419612555	oth bacterial agents as the cause of diseases classd elswhr
B97	Infectious and parasitic	27945	1405	3096908	2960950	#DD3232	0	2.95398401190324	0	women	10.2870478252562	viral agents as the cause of diseases classified elsewhere
C00	Neoplasms	162	298	3096908	2960950	#FAC6CC	9.1352577485949e-12	-0.65443224840066	1.77298343973963e-11	men	6.13122648948314	malignant neoplasm of lip
C01	Neoplasms	64	148	3096908	2960950	#FAC6CC	8.69158397834527e-10	-0.883280293737626	1.60569873027177e-09	men	5.35658627467201	malignant neoplasm of base of tongue
C02	Neoplasms	550	928	3096908	2960950	#FAC6CC	6.84201931470448e-27	-0.568135704784541	1.60976657718159e-26	men	7.29844510150815	malignant neoplasm of other and unspecified parts of tongue
C04	Neoplasms	114	146	3096908	2960950	#FAC6CC	0.0215455146452043	-0.292310533719975	0.0301982547208829	men	5.56068163101553	malignant neoplasm of floor of mouth
C05	Neoplasms	92	128	3096908	2960950	#FAC6CC	0.00685176517623837	-0.375143326595035	0.0100043398769937	men	5.39362754635236	malignant neoplasm of palate
C06	Neoplasms	824	1652	3096908	2960950	#FAC6CC	1.05799325210721e-71	-0.7407509452958	3.13022815567058e-71	men	7.81439963380449	malignant neoplasm of other and unspecified parts of mouth
C07	Neoplasms	508	703	3096908	2960950	#FAC6CC	1.88654772459021e-10	-0.369837058244274	3.55619894431735e-10	men	7.09920174355309	malignant neoplasm of parotid gland
C09	Neoplasms	61	151	3096908	2960950	#FAC6CC	5.23518433404158e-11	-0.951352136132842	9.96394213032822e-11	men	5.35658627467201	malignant neoplasm of tonsil
C10	Neoplasms	114	384	3096908	2960950	#FAC6CC	6.20853175803908e-38	-1.25952461176676	1.55361351147115e-37	men	6.21060007702465	malignant neoplasm of oropharynx
C11	Neoplasms	116	208	3096908	2960950	#FAC6CC	3.08294364253594e-08	-0.628867281950118	5.53312804259015e-08	men	5.78074351579233	malignant neoplasm of nasopharynx
C12	Neoplasms	2	69	3096908	2960950	#FAC6CC	3.77024687175843e-19	-3.58589752964033	8.21934705837642e-19	men	4.26267987704132	malignant neoplasm of pyriform sinus
C13	Neoplasms	30	240	3096908	2960950	#FAC6CC	4.03585520031649e-44	-2.12439738176914	1.04998943558647e-43	men	5.59842195899838	malignant neoplasm of hypopharynx
C14	Neoplasms	126	226	3096908	2960950	#FAC6CC	9.03494037215197e-09	-0.629175337548563	1.63647826763719e-08	men	5.8636311755981	malig neoplasm of sites in the lip, oral cavity and pharynx
C15	Neoplasms	502	2698	3096908	2960950	#FAC6CC	0	-1.72727263931861	0	men	8.07090608878782	malignant neoplasm of esophagus
C16	Neoplasms	3538	5246	3096908	2960950	#FAC6CC	1.92513338700766e-92	-0.439421580646701	6.07246483196405e-92	men	9.08068716374931	malignant neoplasm of stomach
C18	Neoplasms	17405	24359	3096908	2960950	#FAC6CC	0	-0.38365641818733	0	men	10.63979000341	malignant neoplasm of colon
C19	Neoplasms	100	140	3096908	2960950	#FAC6CC	0.00360851365078484	-0.381375233744464	0.00537859894539331	men	5.48063892334199	malignant neoplasm of rectosigmoid junction
C20	Neoplasms	3481	5863	3096908	2960950	#FAC6CC	5.0625680938815e-160	-0.567085559825972	1.90633544970562e-159	men	9.14248970506801	malignant neoplasm of rectum
C21	Neoplasms	455	607	3096908	2960950	#FAC6CC	7.31043695421052e-08	-0.333178410329906	1.30018392835337e-07	men	6.96790920180188	malignant neoplasm of anus and anal canal
C22	Neoplasms	2788	5790	3096908	2960950	#FAC6CC	6.73809686837032e-266	-0.776752420157246	3.03021842023282e-265	men	9.05695606507683	malignant neoplasm of liver and intrahepatic bile ducts
C32	Neoplasms	409	4615	3096908	2960950	#FAC6CC	0	-2.46937404399282	0	men	8.52198170814803	malignant neoplasm of larynx
C34	Neoplasms	7034	25760	3096908	2960950	#FAC6CC	0	-1.34931396697794	0	men	10.3980008508098	malignant neoplasm of bronchus and lung
C38	Neoplasms	72	144	3096908	2960950	#FAC6CC	1.74193689854987e-07	-0.738060097139428	3.07377654519898e-07	men	5.37527840768417	malignant neoplasm of heart, mediastinum and pleura
C45	Neoplasms	253	594	3096908	2960950	#FAC6CC	7.48439705013244e-36	-0.898528605331054	1.86104912431413e-35	men	6.74170069465205	mesothelioma
C46	Neoplasms	165	437	3096908	2960950	#FAC6CC	3.55072769033156e-32	-1.0189930847626	8.61147208718316e-32	men	6.40025744530882	kaposi's sarcoma
C48	Neoplasms	168	112	3096908	2960950	#FAC6CC	0.00333022968953158	0.360583656809539	0.00498268206399498	women	5.63478960316925	malignant neoplasm of retroperitoneum and peritoneum
C50	Neoplasms	50284	490	3096908	2960950	#FAC6CC	0	4.60234797081232	0	women	10.835139691523	malignant neoplasm of breast
C51	Neoplasms	564	0	3096908	2960950	#FAC6CC	4.63605603431996e-165	11	1.77979321902917e-164	women	6.33505425149806	malignant neoplasm of vulva
C52	Neoplasms	93	0	3096908	2960950	#FAC6CC	8.07214463153523e-28	11	1.91060987218593e-27	women	4.53259949315326	malignant neoplasm of vagina
C53	Neoplasms	3816	3	3096908	2960950	#FAC6CC	0	7.10392997920275	0	women	8.24774388722552	malignant neoplasm of cervix uteri
C54	Neoplasms	7530	5	3096908	2960950	#FAC6CC	0	7.27411108486021	0	women	8.9273141110606	malignant neoplasm of corpus uteri
C55	Neoplasms	425	2	3096908	2960950	#FAC6CC	4.9974935801868e-120	5.30975624747247	1.72123739501401e-119	women	6.05678401322862	malignant neoplasm of uterus, part unspecified
C56	Neoplasms	4976	2	3096908	2960950	#FAC6CC	0	7.77556121136027	0	women	8.51278348292754	malignant neoplasm of ovary
C57	Neoplasms	321	10	3096908	2960950	#FAC6CC	1.27859093431379e-78	3.42408418098562	3.90019792753858e-78	women	5.80211837537706	malignant neoplasm of other and unsp female genital organs
C60	Neoplasms	0	428	3096908	2960950	#FAC6CC	8.57190204031223e-134	-11	3.03877788546204e-133	men	6.0591231955818	malignant neoplasm of penis
C61	Neoplasms	3	40168	3096908	2960950	#FAC6CC	0	-9.56068280504406	0	men	10.6009006212431	malignant neoplasm of prostate
C62	Neoplasms	1	1894	3096908	2960950	#FAC6CC	0	-7.59142691657942	0	men	7.54697411751653	malignant neoplasm of testis
C63	Neoplasms	7	218	3096908	2960950	#FAC6CC	1.07373521379243e-57	-3.48357906593251	3.0287799758231e-57	men	5.41610040220442	malignant neoplasm of other and unsp male genital organs
C64	Neoplasms	3661	6911	3096908	2960950	#FAC6CC	4.61870430684516e-256	-0.681418831412385	2.03068172597047e-255	men	9.26596427572418	malignant neoplasm of kidney, except renal pelvis
C65	Neoplasms	113	241	3096908	2960950	#FAC6CC	3.72142058461525e-13	-0.802352271504728	7.42397465169125e-13	men	5.86929691313377	malignant neoplasm of renal pelvis
C66	Neoplasms	71	237	3096908	2960950	#FAC6CC	7.05704445040433e-24	-1.25042094184975	1.61921107360589e-23	men	5.73009978297357	malignant neoplasm of ureter
C67	Neoplasms	4769	24467	3096908	2960950	#FAC6CC	0	-1.68679311949452	0	men	10.2831561056003	malignant neoplasm of bladder
C68	Neoplasms	53	142	3096908	2960950	#FAC6CC	1.20636122057056e-11	-1.03047692008897	2.33556280587707e-11	men	5.27299955856375	malignant neoplasm of other and unspecified urinary organs
C70	Neoplasms	291	211	3096908	2960950	#FAC6CC	0.00236655517353604	0.276591202667422	0.00356796728270664	women	6.21860011969173	malignant neoplasm of meninges
C73	Neoplasms	3765	1173	3096908	2960950	#FAC6CC	1.57017076320313e-288	1.12201837059844	7.22645842480037e-288	women	8.50471566990512	malignant neoplasm of thyroid gland
C76	Neoplasms	169	214	3096908	2960950	#FAC6CC	0.00668738476463643	-0.280985129973457	0.00978247548284177	men	5.94803498918065	malignant neoplasm of other and ill-defined sites
C77	Neoplasms	797	994	3096908	2960950	#FAC6CC	2.31520062504929e-08	-0.265851377297842	4.16471518151723e-08	men	7.49052940206071	secondary and unspecified malignant neoplasm of lymph nodes
C78	Neoplasms	6323	7860	3096908	2960950	#FAC6CC	6.88399505102788e-55	-0.263097619245079	1.9009488088277e-54	men	9.55979934329461	secondary malignant neoplasm of resp and digestive organs
C79	Neoplasms	7082	10363	3096908	2960950	#FAC6CC	2.21680020105761e-171	-0.426789218135751	8.6367413773878e-171	men	9.76680835362087	secondary malignant neoplasm of other and unspecified sites
C80	Neoplasms	7532	10057	3096908	2960950	#FAC6CC	5.51369775183152e-108	-0.334964399572676	1.82322694566866e-107	men	9.77502898563232	malignant neoplasm without specification of site
C81	Neoplasms	847	1109	3096908	2960950	#FAC6CC	4.75805133512549e-12	-0.314503720255552	9.28026369453223e-12	men	7.57865685059476	hodgkin lymphoma
C88	Neoplasms	168	224	3096908	2960950	#FAC6CC	0.0011965861664266	-0.33259243978937	0.00183748939117606	men	5.97126183979046	malig immunoproliferative dis and certain oth b-cell lymph
C92	Neoplasms	1455	1825	3096908	2960950	#FAC6CC	9.18776459309051e-15	-0.271611035809952	1.88792969576037e-14	men	8.09559870137819	myeloid leukemia
D00	Neoplasms	187	357	3096908	2960950	#FAC6CC	4.66367166057547e-15	-0.691574418687036	9.64601733737949e-15	men	6.29894924685594	carcinoma in situ of oral cavity, esophagus and stomach
D01	Neoplasms	300	480	3096908	2960950	#FAC6CC	1.33868956217459e-12	-0.514955380388714	2.65377502627557e-12	men	6.65929391968364	carcinoma in situ of other and unspecified digestive organs
D02	Neoplasms	124	503	3096908	2960950	#FAC6CC	5.11010332481005e-59	-1.44525234616283	1.45185968109224e-58	men	6.44094654063292	carcinoma in situ of middle ear and respiratory system
D05	Neoplasms	1705	15	3096908	2960950	#FAC6CC	0	4.68892206196751	0	women	7.4500795698075	carcinoma in situ of breast
D06	Neoplasms	3099	25	3096908	2960950	#FAC6CC	0	4.77605777360212	0	women	8.04686951095958	carcinoma in situ of cervix uteri
D07	Neoplasms	356	926	3096908	2960950	#FAC6CC	1.24440426857308e-64	-1.00105277833982	3.61382346629894e-64	men	7.15617663748062	carcinoma in situ of other and unspecified genital organs
D12	Neoplasms	36572	50591	3096908	2960950	#FAC6CC	0	-0.374732691674416	0	men	11.3755352079247	benign neoplasm of colon, rectum, anus and anal canal
D13	Neoplasms	3878	2526	3096908	2960950	#FAC6CC	6.04249213599913e-52	0.384183873583582	1.64833321006285e-51	women	8.76467807411661	benign neoplasm of and ill-defined parts of digestive system benign neoplasm of other and ill-defined parts of digestive system
D14	Neoplasms	1329	1730	3096908	2960950	#FAC6CC	1.90384078300458e-17	-0.308739318653562	4.07706856115538e-17	men	8.0258433441509	benign neoplasm of middle ear and respiratory system
D18	Neoplasms	27081	19026	3096908	2960950	#FAC6CC	8.98179157536808e-238	0.310465227006622	3.8416684618558e-237	women	10.7387200612754	hemangioma and lymphangioma, any site
D19	Neoplasms	29	13	3096908	2960950	#FAC6CC	0.0207969175086459	0.75740864308499	0.0292010242271264	women	3.73766961828337	benign neoplasm of mesothelial tissue
D20	Neoplasms	61	35	3096908	2960950	#FAC6CC	0.0184136941923041	0.510634555872354	0.0259938606804365	women	4.56434819146784	benign neoplm of soft tissue of retroperiton and peritoneum
D22	Neoplasms	172896	115902	3096908	2960950	#FAC6CC	0	0.372563303464401	0	women	12.5734827607691	melanocytic nevi
D24	Neoplasms	50224	1250	3096908	2960950	#FAC6CC	0	3.66439671056527	0	women	10.848832104801	benign neoplasm of breast
D25	Neoplasms	90795	59	3096908	2960950	#FAC6CC	0	7.32296592536439	0	women	11.4170091014737	leiomyoma of uterus
D26	Neoplasms	1813	2	3096908	2960950	#FAC6CC	0	6.76422845582312	0	women	7.50384074669895	other benign neoplasms of uterus
D27	Neoplasms	24314	5	3096908	2960950	#FAC6CC	0	8.45215280512042	0	women	10.0990132168137	benign neoplasm of ovary
D28	Neoplasms	965	10	3096908	2960950	#FAC6CC	1.32308686978168e-261	4.52495788059034	5.8995431530775e-261	women	6.88243747099785	benign neoplasm of other and unsp female genital organs
D29	Neoplasms	7	2664	3096908	2960950	#FAC6CC	0	-5.98473256111127	0	men	7.89020821310996	benign neoplasm of male genital organs
D32	Neoplasms	5030	1780	3096908	2960950	#FAC6CC	1.28457067918724e-322	0.995018994672165	6.17582057301558e-322	women	8.82614739914356	benign neoplasm of meninges
D34	Neoplasms	681	149	3096908	2960950	#FAC6CC	4.55195400683716e-77	1.47484998329147	1.37784146283879e-76	women	6.72142570079064	benign neoplasm of thyroid gland
D35	Neoplasms	4399	2377	3096908	2960950	#FAC6CC	2.87616939039334e-116	0.571257161557315	9.77773352155317e-116	women	8.82114223633189	benign neoplasm of other and unspecified endocrine glands
D36	Neoplasms	3698	1803	3096908	2960950	#FAC6CC	5.26717735256947e-129	0.674026965946298	1.84234158954319e-128	women	8.61268517287546	benign neoplasm of other and unspecified sites
D38	Neoplasms	235	398	3096908	2960950	#FAC6CC	1.88338490606429e-12	-0.571811441664038	3.7055598026815e-12	men	6.45047042214418	neoplm of uncrt behav of mid ear & resp and intrathorac org
D39	Neoplasms	807	44	3096908	2960950	#FAC6CC	2.40149212041084e-175	2.86458671060457	9.44987149381665e-175	women	6.74641212857337	neoplasm of uncertain behavior of female genital organs
D40	Neoplasms	35	939	3096908	2960950	#FAC6CC	2.36095862741257e-238	-3.33471099178618	1.01257462657967e-237	men	6.88141130364254	neoplasm of uncertain behavior of male genital organs
D41	Neoplasms	342	623	3096908	2960950	#FAC6CC	1.46436663516992e-22	-0.644722460586187	3.30690542863336e-22	men	6.87212810133899	neoplasm of uncertain behavior of urinary organs
D44	Neoplasms	557	395	3096908	2960950	#FAC6CC	5.45077907665645e-06	0.298828949403583	9.20550028611293e-06	women	6.85856503479136	neoplasm of uncertain behavior of endocrine glands
D45	Neoplasms	787	1125	3096908	2960950	#FAC6CC	2.74100138228273e-18	-0.402323570745952	5.91815661963377e-18	men	7.55590509361135	polycythemia vera
D48	Neoplasms	4172	2142	3096908	2960950	#FAC6CC	2.05308615806821e-127	0.622380798613036	7.14946374513132e-127	women	8.75052466911794	neoplasm of uncertain behavior of other and unsp sites
D50	Blood and blood-forming organs (immune)	243452	61976	3096908	2960950	#FFB6AD	0	1.38409827281927	0	women	12.6294693506027	iron deficiency anemia
D51	Blood and blood-forming organs (immune)	13271	8741	3096908	2960950	#FFB6AD	6.13687343826567e-165	0.373996463663138	2.34452397859955e-164	women	9.99934303817965	vitamin b12 deficiency anemia
D55	Blood and blood-forming organs (immune)	341	210	3096908	2960950	#FFB6AD	4.48638176266934e-07	0.439915413294328	7.83747491058994e-07	women	6.31173480915291	anemia due to enzyme disorders
D62	Blood and blood-forming organs (immune)	1738	1237	3096908	2960950	#FFB6AD	1.52655878042804e-15	0.295292500310415	3.17411297277905e-15	women	7.99799931797973	acute posthemorrhagic anemia
D64	Blood and blood-forming organs (immune)	136503	72553	3096908	2960950	#FFB6AD	0	0.607398296918416	0	women	12.2503574376405	other anemias
D65	Blood and blood-forming organs (immune)	86	36	3096908	2960950	#FFB6AD	1.694627763815e-05	0.825890593417921	2.81365411418229e-05	women	4.80402104473326	disseminated intravascular coagulation
D66	Blood and blood-forming organs (immune)	259	361	3096908	2960950	#FFB6AD	3.61247359166509e-06	-0.376976270644938	6.17376051387714e-06	men	6.42971947803914	hereditary factor viii deficiency
D68	Blood and blood-forming organs (immune)	6715	3795	3096908	2960950	#FFB6AD	1.21104547144615e-153	0.526648329920217	4.48514252248529e-153	women	9.260082463871	other coagulation defects
D70	Blood and blood-forming organs (immune)	24052	13289	3096908	2960950	#FFB6AD	0	0.551680676523359	0	women	10.5278471976691	neutropenia
D71	Blood and blood-forming organs (immune)	69	43	3096908	2960950	#FFB6AD	0.0294430251329234	0.428015527156797	0.0409755274617343	women	4.71849887129509	functional disorders of polymorphonuclear neutrophils
D75	Blood and blood-forming organs (immune)	13616	16902	3096908	2960950	#FFB6AD	4.26413288471633e-115	-0.262395191975386	1.44338605603086e-114	men	10.3260719524517	other and unsp diseases of blood and blood-forming organs
D76	Blood and blood-forming organs (immune)	290	200	3096908	2960950	#FFB6AD	0.000351623475369449	0.326692249374726	0.000557356848168693	women	6.19440539110467	oth dis with lymphoreticular and reticulohistiocytic tissue
D82	Blood and blood-forming organs (immune)	88	127	3096908	2960950	#FFB6AD	0.00326295617570523	-0.411752256654734	0.00489132668624764	men	5.37063802812766	immunodeficiency associated with other major defects
D89	Blood and blood-forming organs (immune)	663	395	3096908	2960950	#FFB6AD	4.81129114596633e-14	0.473070962813687	9.75898487596778e-14	women	6.96413561241824	oth disorders involving the immune mechanism, nec
E00	Endocrine, nutritional and metabolic	1444	458	3096908	2960950	#FBAF5F	2.64819353448083e-109	1.10381180500592	8.79379034445745e-109	women	7.55066124310534	congenital iodine-deficiency syndrome
E01	Endocrine, nutritional and metabolic	1345	211	3096908	2960950	#FBAF5F	1.87983730370838e-191	1.8077448303988	7.52891581688802e-191	women	7.34987370473834	iodine-deficiency related thyroid disorders and allied cond
E02	Endocrine, nutritional and metabolic	12588	3396	3096908	2960950	#FBAF5F	0	1.26810537069288	0	women	9.67934350088833	subclinical iodine-deficiency hypothyroidism
E03	Endocrine, nutritional and metabolic	202205	53251	3096908	2960950	#FBAF5F	0	1.33884418080714	0	women	12.4508054624455	other hypothyroidism
E04	Endocrine, nutritional and metabolic	73888	13851	3096908	2960950	#FBAF5F	0	1.64872251551251	0	women	11.382121777345	other nontoxic goiter
