disease_a	disease_b	window	n_cases	cases_event	RR_shrunk	CI_low_RR_shrunk	CI_high_RR_shrunk	lfsr	theta	directionality_fdr
F52	A08	4_5	41004	114	1.35436122320258	1.10925989109224	1.65361998359884	0.00146361157458966	0.441860465116279	1
G43	A08	4_5	19729	119	1.65013994469248	1.3512091747645	2.01520378038009	4.5515433365811e-07	0.474103585657371	1
G44	A08	4_5	18073	100	1.48169075550156	1.1963229386191	1.83512948223906	0.000159166396327526	0.492610837438424	1
H00	A08	4_5	30123	135	1.39799598120077	1.16205952019835	1.68183533586982	0.000193017502346237	0.405405405405405	1
H10	A08	4_5	105465	494	1.51953082602735	1.37551201472341	1.67862868992216	9.38498996498524e-17	0.42993907745866	1
H52	A08	4_5	46968	192	1.27767063149539	1.0943533264114	1.49169578342575	0.00097656249908138	0.501305483028721	0.888088326990479
H54	A08	4_5	45769	141	1.21302810676909	1.01462046581719	1.45023408987389	0.0171423182138116	0.3525	1
H57	A08	4_5	37761	162	1.54080121346045	1.29793703085313	1.82910905765646	3.97158546809257e-07	0.46551724137931	1
H60	A08	4_5	68576	331	1.5611455605466	1.38245394457201	1.76293428854071	3.55870183406913e-13	0.412204234122042	1
H61	A08	4_5	154346	594	1.49562131425952	1.36575896986332	1.6378315391121	1.98488978493539e-18	0.514285714285714	0.782686903326749
H65	A08	4_5	55615	279	1.39843218680299	1.22747443058441	1.59320025929625	2.37453483696962e-07	0.444976076555024	1
H66	A08	4_5	51269	268	1.48210545247204	1.29640789710956	1.69440233829563	4.29370076719729e-09	0.49814126394052	0.976239404416194
H81	A08	4_5	43162	196	2.22046314569184	1.88287957728331	2.618572446619	1.13356383869289e-21	0.486352357320099	1
H91	A08	4_5	56786	162	1.38885775000897	1.17223250732261	1.64551472315476	7.4335288593573e-05	0.469565217391304	1
H92	A08	4_5	32963	161	1.44461587781702	1.21802642814213	1.71335776155879	1.20838661720426e-05	0.397530864197531	1
I84	A08	4_5	65612	241	1.52315170830227	1.32215517023203	1.75470412152681	2.8776280476785e-09	0.440585009140768	1
J01	A08	4_5	40488	284	2.0207452464954	1.76493825035952	2.31362845153475	1.1292758623082e-24	0.485470085470085	1
J02	A08	4_5	173751	1031	1.98141482595329	1.84464727608502	2.12832272240136	1.33531605570904e-78	0.486779981114259	1
J03	A08	4_5	148393	948	1.82662984111861	1.69678489651031	1.96641105382725	5.68933482643739e-58	0.512709572742023	0.681437498216426
J04	A08	4_5	26339	169	1.69846883743351	1.43312102412526	2.01294680851783	4.98829604717398e-10	0.521604938271605	0.84062138751852
J06	A08	4_5	35964	257	2.08222257299932	1.80518536359882	2.40177597876394	3.69553102783977e-24	0.477695167286245	1
J11	A08	4_5	104267	714	2.10422907803658	1.92990577091036	2.2942985505277	4.51978047898148e-64	0.424494649227111	1
J18	A08	4_5	35558	141	1.38394637902262	1.15485852258795	1.65847811013055	0.000218872524665135	0.444794952681388	1
J20	A08	4_5	113513	627	1.92198828387326	1.75449694291597	2.10546902248037	4.41379745290028e-45	0.560321715817694	0.000741304995196702
J22	A08	4_5	54327	269	1.85660937971582	1.6181871125904	2.13016057415685	5.64795856290239e-19	0.259402121504339	1
J30	A08	4_5	89720	442	1.50844486708613	1.35798019391854	1.67558107785996	9.15672340910001e-15	0.47887323943662	1
J34	A08	4_5	20981	112	1.51922824920056	1.23924432972213	1.86246926276962	2.89163768605093e-05	0.4375	1
J40	A08	4_5	45629	243	1.81920852638467	1.57515020540463	2.10108194832155	1.97812237238476e-16	0.441818181818182	1
J45	A08	4_5	45186	213	1.36758501205652	1.17905879758195	1.5862557228166	1.79465897917859e-05	0.603399433427762	0.00137253945734708
K01	A08	4_5	20736	140	1.58137653245581	1.31541078438617	1.90111846967176	5.43033475768618e-07	0.546875	0.473169178583358
K02	A08	4_5	107045	411	1.18572847465133	1.06621741423915	1.31863538976453	0.000852611391442115	0.480140186915888	1
K04	A08	4_5	44571	235	1.83595365068629	1.58561951289067	2.12580999417905	2.29760111027562e-16	0.364341085271318	1
K05	A08	4_5	55897	263	1.63326782268327	1.42454473289783	1.87257284310486	1.04310093988966e-12	0.560767590618337	0.0610104369220472
K07	A08	4_5	29186	147	1.32720846622327	1.11236556480802	1.58354624463653	0.00084858677503489	0.457943925233645	1
K08	A08	4_5	52068	215	1.40463856196029	1.21123934405952	1.62891793386866	3.53434685722066e-06	0.25175644028103	1
K12	A08	4_5	21254	135	1.60233764769458	1.32819457376229	1.93306461864742	4.27844724645994e-07	0.459183673469388	1
K29	A08	4_5	57804	336	1.87278867501095	1.65540325318631	2.11872087027638	1.09236103149059e-23	0.526645768025078	0.567474217044113
K30	A08	4_5	38440	181	1.90428415240834	1.61103071685154	2.25091805834743	2.18785167212967e-14	0.439320388349515	1
K40	A08	4_5	53260	146	1.32399001304001	1.10889525910266	1.58080715039599	0.000969220735026426	0.457680250783699	1
K52	A08	4_5	65327	545	2.6773176150772	2.415582155535	2.96741288454132	3.89165422843277e-79	0.504162812210916	0.888088326990479
K59	A08	4_5	39976	153	1.51046919851296	1.26691938133798	1.80083850106304	2.17239879867578e-06	0.472222222222222	1
K60	A08	4_5	21738	102	1.63787902579624	1.32117545069419	2.03050071944169	3.41367443136194e-06	0.476635514018692	1
K62	A08	4_5	33360	106	1.51384593382768	1.2281705388306	1.86597010668296	5.14005658610792e-05	0.360544217687075	1
K76	A08	4_5	41022	111	1.47673981929124	1.2040617754078	1.81116994029791	9.18591945643044e-05	0.478448275862069	1
L02	A08	4_5	48333	197	1.31905479558946	1.13141004445195	1.53782049425798	0.000205390344773077	0.415611814345992	1
L03	A08	4_5	29959	120	1.38491866670038	1.13930298319779	1.68348520249785	0.000544513532497115	0.30690537084399	1
L20	A08	4_5	34963	178	1.44430958197469	1.22750067373429	1.69941264654282	4.78880979203473e-06	0.597315436241611	0.00838694950338415
L21	A08	4_5	39790	165	1.49446924993519	1.26160451160736	1.77031575145236	1.69490273905199e-06	0.471428571428571	1
L25	A08	4_5	17292	102	1.75391756693619	1.41216512673325	2.17837614976627	1.8772050282154e-07	0.603550295857988	0.0559477338533405
L30	A08	4_5	50746	223	1.50100045716263	1.29626824657762	1.73806801049917	2.90753774926198e-08	0.268674698795181	1
L50	A08	4_5	46239	245	1.59282078290642	1.38329845572327	1.83407856486913	5.05044248456702e-11	0.466666666666667	1
L60	A08	4_5	23195	105	1.39716535738285	1.1348635666228	1.7200931400766	0.000816630631402143	0.462555066079295	1
L70	A08	4_5	27001	158	1.22649099404802	1.03554452340759	1.45264652989607	0.00909876134057289	0.526666666666667	0.82267690506197
L72	A08	4_5	40473	188	1.55311793765657	1.3237015961212	1.82229539900754	3.41578446724956e-08	0.4	1
M23	A08	4_5	35108	151	1.72638798122843	1.44200369256835	2.06685702477056	1.39005622107239e-09	0.618852459016393	0.00259955861324599
M25	A08	4_5	140208	644	1.65766603050441	1.51755383634744	1.81071445564132	1.80292551293489e-29	0.397285626156693	1
M51	A08	4_5	43658	152	1.55066208390021	1.29909581789581	1.85094345260882	6.03616959505312e-07	0.466257668711656	1
M62	A08	4_5	50749	328	1.88387246389655	1.66262157261095	2.13456598825095	1.48932326478673e-23	0.408977556109726	1
M65	A08	4_5	28512	162	1.88146416793239	1.57785972642234	2.24348676624123	9.62826342350364e-13	0.538205980066445	0.60243921957849
M75	A08	4_5	81157	291	1.70761304346487	1.4979381994501	1.94663725598413	6.1227172858734e-16	0.429837518463811	1
M77	A08	4_5	82968	396	1.93893698605409	1.72904350634832	2.17431002868656	4.93847875208976e-30	0.441471571906355	1
M79	A08	4_5	98928	443	1.68799987295404	1.51757527321247	1.87756325593078	2.8042306021622e-22	0.306786703601108	1
N20	A08	4_5	31663	108	1.71973958578091	1.3928713502502	2.12331472132774	2.3257654301508e-07	0.482142857142857	1
N23	A08	4_5	63439	250	1.66952453499134	1.45052383086921	1.92159005844652	4.64131435267826e-13	0.480769230769231	1
N39	A08	4_5	45421	172	1.82209885267898	1.53668238373103	2.16052729183571	2.5665740180409e-12	0.337254901960784	1
N40	A08	4_5	67441	119	1.28624141826581	1.05863541376728	1.56278258269767	0.00568952073907918	0.383870967741935	1
N47	A08	4_5	32781	185	1.39487433900549	1.18981399224478	1.63527613080528	2.0787493417402e-05	0.60655737704918	0.00250435532866372
N48	A08	4_5	22638	131	1.62983053679078	1.34673166310783	1.97244013148522	2.63972892079528e-07	0.469534050179211	1
R03	A08	4_5	44596	143	1.51553671541318	1.26363965025707	1.81764756692947	3.7291281744531e-06	0.407407407407407	1
R04	A08	4_5	28068	127	1.59392777774427	1.3138186720395	1.93375677689289	1.14649346578298e-06	0.47565543071161	1
R05	A08	4_5	102537	476	1.5856889604062	1.43201773484262	1.75585079568195	4.04222033512399e-19	0.408583690987124	1
R06	A08	4_5	57092	202	1.50240126361287	1.28812825806449	1.75231739756815	1.10132199336037e-07	0.44988864142539	1
R07	A08	4_5	107040	516	1.71186580155525	1.55068637165468	1.88979833453195	8.72400926358329e-27	0.415458937198068	1
R10	A08	4_5	131652	693	1.81290435793323	1.66333485399496	1.9759233705225	4.76759258138551e-42	0.399653979238754	1
R11	A08	4_5	47510	476	2.61251051451042	2.3418831161406	2.91441154402077	6.40411519867991e-67	0.495833333333333	1
R22	A08	4_5	37489	171	1.62720991600364	1.37525038816833	1.92533093138561	7.15885854046242e-09	0.431818181818182	1
R31	A08	4_5	31042	107	1.67902041319797	1.35959076893133	2.0734985941037	7.47594288530225e-07	0.426294820717131	1
R42	A08	4_5	61557	281	1.84985571384553	1.6169776662248	2.11627299097849	1.65143499447624e-19	0.359795134443022	1
R50	A08	4_5	69338	401	1.64580724868091	1.47244931985131	1.83957536826064	9.03892867341555e-19	0.449551569506727	1
R51	A08	4_5	60659	359	1.70082709122589	1.51154000241254	1.91381821826135	5.79134646551598e-19	0.452711223203027	1
R52	A08	4_5	55158	278	1.6441027069798	1.43912631348773	1.87827412073884	1.29199398254312e-13	0.822485207100592	1.0985314151413e-32
R53	A08	4_5	39358	213	1.7524082000491	1.50423878358211	2.0415206236648	3.05347285733221e-13	0.389396709323583	1
R59	A08	4_5	18729	101	1.30494189984151	1.05774885314776	1.60990329310628	0.00654008278265522	0.415637860082305	1
R63	A08	4_5	38469	158	1.48435417032109	1.24880436785001	1.76433343738453	3.78428722444375e-06	0.294776119402985	1
R74	A08	4_5	57214	170	1.25539370593326	1.06552776738719	1.47909177511294	0.00331082788197944	0.42713567839196	1
S13	A08	4_5	16386	113	1.8248549985333	1.48280515563917	2.24580805711894	6.71416168079466e-09	0.484978540772532	1
S52	A08	4_5	22170	100	1.32451028610433	1.0720055917683	1.63649099544561	0.00463546332222563	0.602409638554217	0.0643810836572968
S61	A08	4_5	54611	233	1.33516861430233	1.15874259430047	1.53845663168548	3.25779597108611e-05	0.465069860279441	1
S62	A08	4_5	33593	184	1.50238184416549	1.27924638805924	1.76443820889143	3.54856462589782e-07	0.531791907514451	0.635933007069303
S63	A08	4_5	16522	105	1.66989927975624	1.35048638572051	2.06485873091023	1.1077585605253e-06	0.541237113402062	0.677786867993232
S83	A08	4_5	45823	230	1.55917836041765	1.34860476326285	1.80263130148893	1.00892931692379e-09	0.542452830188679	0.342212000226204
S93	A08	4_5	72533	440	1.61330841204135	1.45092828982516	1.79386124773748	5.16258817421563e-19	0.497737556561086	0.999626826196585
T30	A08	4_5	34348	176	1.567289685586	1.32870742519755	1.8487116967673	4.9106741914147e-08	0.487534626038781	1
T78	A08	4_5	36026	173	1.48033289859039	1.25475550418749	1.74646413850008	1.68372193363892e-06	0.409952606635071	1
A08	A09	4_5	27499	1310	2.40167407283503	2.25509183758621	2.55778423565311	4.83418777732808e-164	0.493408662900188	1
A38	A09	4_5	3740	221	1.43005527952561	1.24079999128444	1.64817707677617	4.01269057293897e-07	0.859922178988327	1.14626091795315e-31
A63	A09	4_5	8951	327	1.61458338624948	1.43130822803674	1.82132643415917	3.38601101984354e-15	0.498475609756098	0.968499768526195
B00	A09	4_5	13537	421	1.53391310240459	1.37962568600905	1.70545491403169	1.3460099722667e-15	0.530226700251889	0.359827097135726
B02	A09	4_5	29029	539	1.37486340611236	1.25207764812779	1.50969022431902	1.33772168854178e-11	0.496316758747698	1
B07	A09	4_5	70031	1845	1.40069621366411	1.33144670827987	1.4735474358622	5.06345433446936e-39	0.513641425389755	0.392114864004065
B08	A09	4_5	15834	665	1.32137822061827	1.21635909511077	1.4354645835614	2.22616426590101e-11	0.638195777351248	1.92536727547809e-17
B18	A09	4_5	9666	160	1.24470034132438	1.05256504942608	1.47190802177765	0.0052982467470794	0.669456066945607	3.36851484475356e-06
B27	A09	4_5	5583	211	1.25530907475296	1.08589648636208	1.45115201397909	0.00107015922711291	0.643292682926829	4.42594658644886e-06
B34	A09	4_5	79049	2796	1.88059120396466	1.8029848588923	1.96153797908321	8.25811954234884e-190	0.460550156481634	1
B35	A09	4_5	57752	1230	1.3968680222649	1.31264965714621	1.48648975833231	3.31179976552119e-26	0.437878248487006	1
B36	A09	4_5	14575	358	1.20644600418997	1.07813774862641	1.35002411600959	0.000545274882593642	0.50997150997151	0.888088326990479
B37	A09	4_5	14887	378	1.59318215443654	1.42352301037953	1.78306171288256	2.70339728086121e-16	0.384146341463415	1
B49	A09	4_5	26320	645	1.46376814632273	1.34334344068559	1.59498838591533	1.78837357058555e-18	0.413992297817715	1
B80	A09	4_5	4259	176	1.38175866629945	1.17895191901984	1.61945282169009	3.31750064745329e-05	0.541538461538462	0.469802848180159
B96	A09	4_5	10591	224	1.40022602695068	1.21306575522003	1.61626269484004	2.17129797633649e-06	0.311111111111111	1
B99	A09	4_5	8626	212	1.38741472481868	1.19781675138496	1.60702345865346	6.39928406222174e-06	0.3392	1
C44	A09	4_5	14195	213	1.55706385633992	1.3406735844307	1.80838041479697	3.38322076392153e-09	0.475446428571429	1
C61	A09	4_5	16688	212	1.39183251280577	1.19992763123104	1.61442881494094	6.39077521092779e-06	0.634730538922156	1.64507828775593e-05
C67	A09	4_5	8150	102	1.35431205511337	1.09858901388501	1.66956079065377	0.0022690989359699	0.579545454545455	0.191696817273812
D12	A09	4_5	16560	226	1.50579644392173	1.30266973341748	1.74059692365682	1.57813266550215e-08	0.459349593495935	1
D17	A09	4_5	34797	685	1.50546728073815	1.38428598264399	1.63725686873186	6.61861098211453e-22	0.4750346740638	1
D18	A09	4_5	6912	129	1.32870370631516	1.10293455050138	1.60068749172205	0.0014034955701808	0.428571428571429	1
D22	A09	4_5	45680	1152	1.40603560459174	1.31868366744878	1.49917388846135	1.18769272450047e-25	0.51589789520824	0.444926068369308
D23	A09	4_5	27627	550	1.53220022417949	1.39527138568827	1.68256695511434	2.17952253833874e-19	0.410141685309471	1
D50	A09	4_5	18386	316	1.34408237878402	1.19047291228798	1.51751242914522	9.17826515396967e-07	0.524046434494196	0.625654899093841
D64	A09	4_5	18009	262	1.33330292343318	1.16731858120281	1.52288905039421	1.13686355438008e-05	0.428104575163399	1
D69	A09	4_5	10596	189	1.38959213661867	1.18859513540881	1.62457867159981	1.86515880304306e-05	0.5	0.924347296800704
D72	A09	4_5	9013	175	1.24164533632236	1.05796841138241	1.45721093808142	0.00406604078537829	0.391498881431767	1
E03	A09	4_5	19571	328	1.20877489219727	1.07424628206053	1.36015061388334	0.000831337413062907	0.47953216374269	1
E11	A09	4_5	71976	856	1.16712804664783	1.08434662544598	1.25622918475144	1.98722922292543e-05	0.551901998710509	0.000594709809499006
E61	A09	4_5	4794	123	1.3567111823789	1.12202705455493	1.64048204089169	0.000829874012773276	0.395498392282958	1
E66	A09	4_5	89083	1637	1.24372088419055	1.17903676831681	1.31195368909487	6.60317876614331e-16	0.385539331135186	1
E78	A09	4_5	149277	2152	1.12565579569306	1.07471676950399	1.17900921092184	2.91806828068526e-07	0.51718336938236	0.143852440305795
E79	A09	4_5	35237	463	1.20977869353425	1.09475807986032	1.3368839328559	9.57510990636854e-05	0.497314715359828	1
E80	A09	4_5	4527	106	1.32231042108975	1.07841589339227	1.6213641327396	0.00364665948748783	0.540816326530612	0.681437498216426
E87	A09	4_5	5939	101	1.74514155110348	1.40613714571832	2.16587623949872	2.17790112196958e-07	0.39453125	1
F10	A09	4_5	35029	617	1.31279656741334	1.20315424137774	1.43243049655772	5.0011883581143e-10	0.536055603822763	0.0895634853173833
F12	A09	4_5	5819	210	1.39602222216982	1.20513668686082	1.61714274076948	4.43078140191862e-06	0.549738219895288	0.254373720184118
F14	A09	4_5	5211	149	1.50006063180942	1.25891526803077	1.78739741763898	2.92245632174698e-06	0.483766233766234	1
F17	A09	4_5	131877	2598	1.26682560469557	1.21410572291226	1.32183473187389	6.29119378981101e-28	0.551241247612985	6.95576983735984e-11
F32	A09	4_5	47830	957	1.58456639070537	1.47526297159998	1.70196818796986	8.76320412775522e-37	0.523236741388737	0.222768438223808
F40	A09	4_5	4284	111	1.41551883002481	1.15864430325083	1.72934312328036	0.000338763665731117	0.509174311926605	0.888088326990479
F41	A09	4_5	121521	3169	1.76959410808898	1.70071849071387	1.8412590469742	7.6830618160567e-175	0.506634692246203	0.70408735796315
F43	A09	4_5	18975	471	1.60178981658518	1.44775986536428	1.77220730999502	3.5051431767444e-20	0.437732342007435	1
F45	A09	4_5	4044	127	1.79892182589975	1.483607832914	2.18125010120925	1.17363233898269e-09	0.481060606060606	1
F51	A09	4_5	39675	803	1.63709450042185	1.51394834485394	1.77025749420138	2.52884333066658e-35	0.396151948692649	1
F52	A09	4_5	37296	683	1.64927386584623	1.51486623263609	1.79560691628196	4.68980078627349e-31	0.468449931412894	1
F60	A09	4_5	4571	111	1.33081587734628	1.09029355569925	1.62439820921541	0.00249832088568646	0.509174311926605	0.888088326990479
F90	A09	4_5	12049	414	1.18518708110579	1.06797060930691	1.31526879576927	0.000706688315324096	0.663461538461538	1.07027793834466e-14
F91	A09	4_5	6938	288	1.56455278611658	1.37760977181618	1.77686415313246	2.79275563158166e-12	0.560311284046693	0.047863086007579
F98	A09	4_5	7472	284	1.2101374013361	1.067927070136	1.37128514770769	0.00141465182421512	0.652873563218391	4.99238884282428e-09
G25	A09	4_5	6150	104	1.49837378918719	1.21564925373616	1.84685179974655	7.59296876103611e-05	0.488262910798122	1
G43	A09	4_5	16147	499	1.53804529167753	1.39526318690765	1.6954387827678	2.47209494321694e-18	0.512320328542094	0.84062138751852
G44	A09	4_5	15092	402	1.52970466463319	1.37236673304036	1.70508094131405	8.55367608528083e-15	0.478571428571429	1
G45	A09	4_5	8291	133	1.5987261655279	1.32485170431476	1.92921618624894	4.996936618209e-07	0.565957446808511	0.22500303969304
G47	A09	4_5	21122	360	1.59265473628923	1.41819057923069	1.78858127121426	1.96000156682793e-15	0.370751802265706	1
G51	A09	4_5	6032	124	1.351274795795	1.11749707466822	1.63395825827368	0.000956962365455177	0.512396694214876	0.888088326990479
G56	A09	4_5	19001	352	1.65216308882665	1.46865354475418	1.85860231082486	3.30957602093112e-17	0.469959946595461	1
H00	A09	4_5	25631	611	1.37025527838772	1.25539988537639	1.4956186867792	9.24037609195902e-13	0.419067215363512	1
H01	A09	4_5	9240	213	1.39022948713463	1.20052698936152	1.60990801874977	5.47419629227189e-06	0.408045977011494	1
H02	A09	4_5	4923	105	1.52710224691113	1.24005811042984	1.88059031500762	3.40181843965097e-05	0.456521739130435	1
H04	A09	4_5	12802	225	1.65737413650808	1.43157923749805	1.9187823882991	6.98772191353705e-12	0.495594713656388	1
H10	A09	4_5	90827	2370	1.44081374908217	1.37766758057624	1.50685425774185	1.22516607100798e-57	0.467732386027235	1
H11	A09	4_5	20306	342	1.36324638252927	1.2127886902971	1.53236974779495	1.06227525052364e-07	0.429109159347553	1
H16	A09	4_5	14682	294	1.25730565461476	1.11003318017764	1.42411734834204	0.000160700760109474	0.507772020725389	0.888088326990479
H25	A09	4_5	32987	464	1.45816609845589	1.31716131062449	1.61426573460314	1.89044096991129e-13	0.46031746031746	1
H35	A09	4_5	7821	115	1.4764858435689	1.20923962487752	1.80279441841826	6.61068761966228e-05	0.504385964912281	0.888088326990479
H36	A09	4_5	10343	129	1.39350360406751	1.1546910115361	1.68170729238281	0.000273542361750448	0.5375	0.658590791747
H40	A09	4_5	25559	312	1.22488932931167	1.08484871887761	1.38300745804804	0.000538146458214691	0.527918781725888	0.559884030911701
H52	A09	4_5	41365	992	1.19451483037488	1.11597487558349	1.27858226130717	1.58443515888401e-07	0.587329780935465	2.53244171538919e-11
H53	A09	4_5	25829	538	1.3517290751931	1.23131892729811	1.48391407962173	1.26742904569646e-10	0.457482993197279	1
H54	A09	4_5	40593	809	1.34353538160353	1.24487048713739	1.45002017500744	1.72134157610606e-14	0.407146451937594	1
H57	A09	4_5	32907	721	1.43661364566257	1.32457090139291	1.5581338565822	1.19211817970876e-18	0.479707252162342	1
H60	A09	4_5	58626	1477	1.38903223302532	1.31267495101151	1.46983115880787	2.60413026857497e-30	0.450717119316448	1
H61	A09	4_5	140271	2742	1.35043648321027	1.29536924790211	1.40784467296784	1.23877733637982e-45	0.539763779527559	3.39381340710292e-07
H65	A09	4_5	46258	1496	1.41516599725356	1.33806257861605	1.49671235993614	3.32643084255834e-34	0.533523537803138	0.00409649077135685
H66	A09	4_5	42965	1263	1.3423156048393	1.26320596440033	1.4263795721155	1.16232266864716e-21	0.530672268907563	0.0227190977917058
H72	A09	4_5	5815	130	1.40507168856951	1.16604492190456	1.69309639185682	0.000177401440842251	0.522088353413655	0.866902617613918
H81	A09	4_5	37946	757	1.65418518757593	1.52621268085711	1.79288815321526	8.98877864507709e-35	0.490602721970188	1
H90	A09	4_5	13033	239	1.47373721461438	1.28065707385761	1.69592736578352	3.17780968102801e-08	0.59452736318408	0.00192591302346521
H91	A09	4_5	51346	943	1.45140840138391	1.35145080424609	1.55875918012639	7.709202339475e-25	0.511388286334056	0.778039343682873
H92	A09	4_5	27245	775	1.42336743182451	1.31674786197643	1.53862019030563	3.37226147303516e-19	0.451895043731778	1
H93	A09	4_5	26555	457	1.59049695961029	1.43451246602887	1.76344272945388	6.48988590339777e-19	0.472595656670114	1
I10	A09	4_5	120720	1574	1.15529535843604	1.09424615191272	1.21975056790542	9.9517373401522e-08	0.523445294313269	0.0667120686142487
I11	A09	4_5	12487	152	1.2395084819275	1.04379016169931	1.47192542442532	0.00722616644758254	0.520547945205479	0.859211396850701
I20	A09	4_5	10966	163	1.51558012250491	1.27921364879422	1.79562116922152	7.80214854869525e-07	0.594890510948905	0.016291925672945
I25	A09	4_5	22284	307	1.43816191645438	1.27013649701816	1.628415294573	5.09524650800089e-09	0.590384615384615	0.000543026076785447
I35	A09	4_5	10325	141	1.35161505569716	1.12949429848836	1.61741698141565	0.000507795434500944	0.532075471698113	0.753169915185182
I44	A09	4_5	15347	207	1.29592077440578	1.11670586001942	1.50389705441974	0.00032535349306168	0.480278422273782	1
I45	A09	4_5	22991	322	1.1970519925903	1.06269974570447	1.34838977684568	0.00155662917597555	0.439890710382514	1
I48	A09	4_5	22677	304	1.29201559996751	1.14188361977751	1.46188655450252	2.45092714168869e-05	0.476489028213166	1
I49	A09	4_5	14008	220	1.26000879502253	1.0912149444233	1.45491240900589	0.000829159943627801	0.508083140877598	0.888088326990479
I50	A09	4_5	13371	220	1.62050815327074	1.39757722698584	1.87899933120728	8.31495337094641e-11	0.495495495495496	1
I51	A09	4_5	8308	146	1.38153985321823	1.15779414791431	1.64852479991246	0.000170457719290438	0.603305785123967	0.0132825323363446
I64	A09	4_5	13791	179	1.37201820179107	1.16846229244265	1.61103525395827	5.75358165475463e-05	0.57741935483871	0.0500295300427923
I73	A09	4_5	19613	272	1.53002605519191	1.33981452185647	1.74724164530058	1.75176272463223e-10	0.532289628180039	0.489892068063239
I80	A09	4_5	6995	123	1.67839890372997	1.3795974086311	2.04191662177529	1.13656198815335e-07	0.395498392282958	1
I83	A09	4_5	24929	375	1.31252774587555	1.1740654896648	1.46731941178596	8.95152605238739e-07	0.480153649167734	1
I84	A09	4_5	58068	1198	1.59295939365412	1.49431655369548	1.69811384579496	1.76662658376646e-46	0.49239621866009	1
I86	A09	4_5	9587	276	1.60605218792722	1.40820718535215	1.83169327438192	8.34952679720848e-13	0.521739130434783	0.776314376854651
I87	A09	4_5	13839	202	1.43017815415633	1.22865633160973	1.6647531942038	1.97939590409293e-06	0.468677494199536	1
J01	A09	4_5	32837	957	1.59282206865746	1.48385451863371	1.70979170164088	3.44820484885096e-38	0.441013824884793	1
J02	A09	4_5	147442	4530	1.8056953060108	1.74683648047038	1.86653735172249	1.02616699019029e-267	0.496982995063083	1
J03	A09	4_5	126711	4093	1.6483831827709	1.59249218481845	1.70623576250184	1.59781650327288e-177	0.510349127182045	0.26645640558122
J04	A09	4_5	20989	758	1.46277985800775	1.35242667214421	1.58213746967941	1.08844735195931e-21	0.558997050147493	0.000211406041577546
J06	A09	4_5	29032	968	1.81728197287243	1.69211190937885	1.95171120220969	9.80801227430462e-61	0.468992248062016	1
J11	A09	4_5	87625	2793	1.82671049268889	1.75124662259735	1.90542621526981	1.43891508908253e-172	0.436610911364702	1
J15	A09	4_5	9665	244	1.44561439646244	1.25902815892439	1.65985245718795	8.82152277380321e-08	0.677777777777778	4.13495137377136e-10
J18	A09	4_5	30499	769	1.37876340003226	1.27509244681145	1.49086328447966	4.2879720464625e-16	0.509946949602122	0.84062138751852
J20	A09	4_5	96600	2650	1.54920665778038	1.48451585895842	1.61671648977533	3.55864498827308e-90	0.550935550935551	5.65368126847629e-11
J21	A09	4_5	3736	117	1.41222280657139	1.16251487820866	1.71556794049254	0.000256420844060379	0.590909090909091	0.076796937369219
J22	A09	4_5	45817	1152	1.6178707964162	1.51613046770398	1.72643843630445	5.25253081167873e-48	0.285148514851485	1
