disease_a	disease_b	window	n_cases	cases_event	RR_shrunk	CI_low_RR_shrunk	CI_high_RR_shrunk	lfsr	theta	directionality_fdr
H81	A08	1_2	43814	231	2.48530540171372	2.12607994833533	2.90522609209669	1.53695993017758e-30	0.555288461538462	0.300764716406438
H91	A08	1_2	57358	200	1.68144011401238	1.43534114844503	1.96973441475767	6.30181225463044e-11	0.50251256281407	0.928944687508532
H92	A08	1_2	33515	206	1.74140062309194	1.48915114353493	2.0363790091223	1.91502618929058e-12	0.465011286681716	1
I84	A08	1_2	66493	302	1.80286256087399	1.58252715263647	2.05387528927144	4.11883318244934e-19	0.489465153970827	1
J01	A08	1_2	41452	350	2.40587453224561	2.12045705245462	2.72970973791129	1.49365463195023e-42	0.507982583454282	0.928944687508532
J02	A08	1_2	177478	1332	2.34021669972904	2.193545435544	2.49669512787295	2.19551607533686e-146	0.48086642599278	1
J03	A08	1_2	151658	1125	1.93169745201118	1.80395324082177	2.06848767565986	1.41662373373842e-79	0.451807228915663	1
J04	A08	1_2	26917	224	2.00098480572103	1.7172182874829	2.33164311253371	3.18258575222215e-19	0.48590021691974	1
J06	A08	1_2	36823	322	2.44466788752616	2.14252216187755	2.78942322587895	1.58423711253047e-40	0.598513011152416	0.000229743167708429
J11	A08	1_2	106989	1038	2.90808008790922	2.69520772668082	3.13776549168211	5.49293545218073e-167	0.487323943661972	1
J18	A08	1_2	36029	173	1.47759477920449	1.2501907857157	1.74636252040723	2.38462124965757e-06	0.525835866261398	0.928944687508532
J20	A08	1_2	115629	802	2.14782256382002	1.9782241140515	2.33196114276782	2.23210777822822e-74	0.554250172771251	0.00137937038581516
J22	A08	1_2	55352	362	2.45642874879196	2.16837475414286	2.78274877825574	1.47757975402361e-45	0.404921700223714	1
J30	A08	1_2	91088	525	1.83507905562108	1.66156290442655	2.02671540837112	2.4732616101923e-33	0.494350282485876	1
J34	A08	1_2	21281	111	1.73865525808363	1.40733103638309	2.14798226452173	1.49060356164812e-07	0.458677685950413	1
J35	A08	1_2	16743	142	1.61015539691553	1.33753824048603	1.93833740504804	2.46223503570708e-07	0.531835205992509	0.928944687508532
J40	A08	1_2	46402	292	1.99333479873647	1.74286464101316	2.2798004654819	3.98799783586725e-24	0.467948717948718	1
J45	A08	1_2	45918	238	1.32044730410749	1.14660064637451	1.52065245073587	5.79967143149297e-05	0.568019093078759	0.101222387074312
K01	A08	1_2	21144	147	1.71814084232747	1.42922190771436	2.06546508847926	4.25037629308275e-09	0.530685920577617	0.928944687508532
K02	A08	1_2	108542	524	1.37228947966593	1.24664566951189	1.51059636435358	5.49484398934191e-11	0.513725490196078	0.928944687508532
K04	A08	1_2	45330	245	1.86070098848487	1.60948518025339	2.15112770905011	2.49945318954209e-17	0.398373983739837	1
K05	A08	1_2	56738	287	1.78091324919568	1.55849993455291	2.03506713785686	1.18261078399629e-17	0.552986512524085	0.220367290490162
K08	A08	1_2	52790	238	1.64074586551614	1.41957587385566	1.89637415286337	1.05707473364658e-11	0.358433734939759	1
K12	A08	1_2	21655	152	1.92740874778217	1.60350533439591	2.31673970852535	1.40608427668764e-12	0.484076433121019	1
K21	A08	1_2	23652	111	2.19438199622335	1.76318809938703	2.73102588828906	9.71563143652762e-13	0.426923076923077	1
K29	A08	1_2	59089	471	2.64568467511613	2.36816568515771	2.95572537175675	1.24391061319781e-66	0.571601941747573	0.00150352793066641
K30	A08	1_2	38991	189	1.8499301670655	1.56911545739647	2.18100051649307	1.24595221175166e-13	0.443661971830986	1
K40	A08	1_2	53729	155	1.37404559842397	1.15340423596276	1.63689472231942	0.000189613847091011	0.496794871794872	1
K52	A08	1_2	67166	672	3.30257941429998	2.99808418594031	3.638000173213	9.65078164827452e-130	0.494845360824742	1
K59	A08	1_2	40467	167	1.65288013761826	1.39116796885705	1.96382666255428	5.65091287901876e-09	0.484057971014493	1
K60	A08	1_2	22034	106	1.76385655557357	1.42031551791465	2.19049211910871	1.43573895650177e-07	0.475336322869955	1
K62	A08	1_2	33695	115	1.63944792825943	1.33366437561438	2.0153417596057	1.36242158924474e-06	0.471311475409836	1
K76	A08	1_2	41402	124	1.51553484633115	1.24429248939692	1.84590511476705	1.82286360170593e-05	0.486274509803922	1
L01	A08	1_2	12481	102	1.73475885797701	1.39241985785828	2.16126499370566	4.58597904836614e-07	0.512562814070352	0.928944687508532
L02	A08	1_2	49037	228	1.59027570730108	1.37247314539523	1.84264211924066	3.44822317221074e-10	0.464358452138493	1
L03	A08	1_2	30345	143	1.73629044891632	1.44011374569938	2.09337945145018	3.76692093682044e-09	0.45253164556962	1
L20	A08	1_2	35503	207	1.4529230436157	1.24716528135561	1.69262679311838	8.32200100394583e-07	0.521410579345088	0.928944687508532
L21	A08	1_2	40302	169	1.51065441638883	1.27511211595455	1.78970675378353	9.39275703162877e-07	0.480113636363636	1
L25	A08	1_2	17595	120	2.04409259669442	1.65987922734639	2.51724009495601	8.63223321558052e-12	0.524017467248908	0.928944687508532
L30	A08	1_2	51437	242	1.65304182786494	1.43174122180781	1.90854830680978	3.70642195893853e-12	0.388443017656501	1
L50	A08	1_2	47007	284	1.82641632974521	1.59656199925997	2.08936239939705	8.72804560895705e-19	0.52014652014652	0.928944687508532
L60	A08	1_2	23528	119	1.67275024209218	1.36486279355803	2.05009132465628	3.63850867549942e-07	0.466666666666667	1
L72	A08	1_2	41018	180	1.64478551769916	1.39311460361913	1.94192164248714	2.19396689467948e-09	0.45	1
M12	A08	1_2	17247	104	1.76812493431047	1.42103330350323	2.19999473314476	1.6237573426995e-07	0.398467432950192	1
M21	A08	1_2	23763	144	1.34814533047205	1.1252160742637	1.61524161771585	0.000607079575026681	0.484848484848485	1
M23	A08	1_2	35518	145	1.55775424789122	1.29682281010574	1.87118724155175	1.0948968311622e-06	0.539033457249071	0.922358747877606
M25	A08	1_2	142256	738	1.94952495549306	1.79136778969341	2.12164557940426	3.34982788804795e-54	0.449451887941535	1
M41	A08	1_2	23809	126	1.52968323345351	1.25781971069461	1.86030698582121	1.04986570481993e-05	0.527196652719665	0.928944687508532
M43	A08	1_2	18590	113	2.13917417542594	1.72390593304063	2.65447555177095	2.54338554491729e-12	0.379194630872483	1
M51	A08	1_2	44108	133	1.3583751302926	1.12525421192846	1.63979212433711	0.000723962167416413	0.41304347826087	1
M62	A08	1_2	51827	363	2.13486007651568	1.89011196903181	2.41130029383133	1.50854258470762e-34	0.498626373626374	1
M65	A08	1_2	28957	160	1.91618319460935	1.60145062717415	2.29277005047749	6.21542710906241e-13	0.555555555555556	0.522764599641754
M75	A08	1_2	82103	340	2.01765816400377	1.78071115717632	2.2861340820857	1.75255827144297e-28	0.495626822157434	1
M77	A08	1_2	84129	421	2.13813856002949	1.90909472429206	2.39466195349748	9.72615923513909e-40	0.468819599109131	1
M79	A08	1_2	100327	490	1.9245449686885	1.7353152274839	2.1344095169813	1.45235494629618e-35	0.397404703974047	1
N23	A08	1_2	64267	302	1.92961813562833	1.69171596181219	2.20097595187147	6.43671158765596e-23	0.528896672504378	0.871963883216046
N39	A08	1_2	45973	195	2.19506235927995	1.85873961741352	2.59223977150304	1.00287551159917e-20	0.414012738853503	1
N45	A08	1_2	17766	108	2.32724462748347	1.86079706372216	2.91061699405142	6.81932129668395e-14	0.542713567839196	0.928944687508532
N47	A08	1_2	33406	239	1.42186980096526	1.23378133963736	1.63863211895489	5.95566959546394e-07	0.584352078239609	0.0180861972930633
N48	A08	1_2	23071	164	2.0203722246794	1.69004437939893	2.41526434217528	5.92510660546417e-15	0.515723270440252	0.928944687508532
R00	A08	1_2	29046	127	1.82513160871426	1.49501976853592	2.22813467703512	1.73870490948572e-09	0.472118959107807	1
R03	A08	1_2	44975	138	1.47447711844374	1.2234172249886	1.7770575143197	2.31341434773483e-05	0.455445544554456	1
R04	A08	1_2	28446	146	1.84035940639152	1.52708269515961	2.21790395204481	7.60299529765343e-11	0.503448275862069	0.928944687508532
R05	A08	1_2	104056	569	1.84016198664978	1.6725777111814	2.02453740383702	3.24972981259871e-36	0.444184231069477	1
R06	A08	1_2	57789	248	1.85846609910923	1.60882890702782	2.14683875112555	1.93863908220177e-17	0.48062015503876	1
R07	A08	1_2	108729	576	2.01507619307123	1.83037536234092	2.21841494778935	1.49932836883148e-46	0.462279293739968	1
R10	A08	1_2	133842	761	1.95460760127771	1.79835006653458	2.12444225741582	3.04621953577529e-56	0.410685375067458	1
R11	A08	1_2	49082	589	3.07561337132653	2.77809006485688	3.40500033801815	3.71688942878511e-104	0.505579399141631	0.928944687508532
R22	A08	1_2	38001	180	1.74826338819408	1.47885497253135	2.06675091964438	3.10993099808182e-11	0.481283422459893	1
R42	A08	1_2	62534	335	2.5357340602164	2.22577709128319	2.88885497533564	9.72378601877943e-45	0.419799498746867	1
R49	A08	1_2	22692	102	1.79984454208629	1.44257666922002	2.24559321164492	9.81022390120386e-08	0.463636363636364	1
R50	A08	1_2	70665	486	1.8054607969664	1.62889873012532	2.00116104770476	1.21395869092567e-29	0.470019342359768	1
R51	A08	1_2	61783	402	1.91854019092497	1.71179924300226	2.15025008291205	2.16710257879266e-29	0.470725995316159	1
R52	A08	1_2	56058	318	1.87652410523068	1.6515998583226	2.13207981325946	2.2915427213847e-22	0.545454545454545	0.323334842459855
R53	A08	1_2	40069	253	2.15059067102462	1.85893149642732	2.4880100440425	3.75484558669414e-25	0.458333333333333	1
R55	A08	1_2	24967	106	2.17369511831339	1.73852709162446	2.71778938052932	4.87901726469168e-12	0.5	0.978868337318822
R59	A08	1_2	19075	106	1.55026590829867	1.25288003688316	1.91823982798221	2.7713547381836e-05	0.430894308943089	1
R63	A08	1_2	38952	176	1.82064344961615	1.53578392582579	2.15833914842405	2.63066181451125e-12	0.444444444444444	1
R73	A08	1_2	48671	108	1.4115386954711	1.14514477624741	1.73990357388818	0.000625692126762607	0.502325581395349	0.928944687508532
R74	A08	1_2	57809	211	1.5463246594563	1.3275253600407	1.80118589400758	1.10154946628675e-08	0.478458049886621	1
S13	A08	1_2	16767	133	2.16274626390208	1.77125703170042	2.64076377302055	1.88773395883227e-14	0.511538461538462	0.928944687508532
S52	A08	1_2	22469	110	1.5227892707862	1.23574545509709	1.87650875320385	4.0228791043894e-05	0.552763819095477	0.80715886399807
S61	A08	1_2	55365	249	1.41437206749228	1.23064460860183	1.62552887431502	5.34943388282421e-07	0.50609756097561	0.928944687508532
S62	A08	1_2	34152	198	1.63834766201639	1.39842961328059	1.91942664553401	5.08191783978258e-10	0.523809523809524	0.928944687508532
S63	A08	1_2	16840	108	1.77030366716256	1.42839222051985	2.19405778675314	9.27212960922443e-08	0.495412844036697	1
S83	A08	1_2	46557	262	1.68241516796856	1.46483400530986	1.93231505218364	9.3493367779132e-14	0.577092511013216	0.0264014073816278
S92	A08	1_2	17476	116	2.37223864546401	1.90988073405938	2.94652754524196	2.90341916409888e-15	0.557692307692308	0.69689229996827
S93	A08	1_2	73924	482	1.7742410977037	1.6003881754749	1.96697996212496	6.37139250558005e-28	0.5	0.952775974375132
T30	A08	1_2	34816	147	1.31303438021092	1.09826030772436	1.56980933526424	0.00141855699340307	0.423631123919308	1
T78	A08	1_2	36600	210	1.78780848340907	1.53023044110685	2.08874368689038	1.2833814889215e-13	0.466666666666667	1
A08	A09	1_2	32260	1817	3.04466680140394	2.87730216375789	3.22176657298456	0	0.488440860215054	1
A38	A09	1_2	4427	256	1.40532542207127	1.22967515704955	1.60606606598316	3.02228137340688e-07	0.664935064935065	6.74462845556295e-09
A63	A09	1_2	9860	309	1.52756049874518	1.34871918765401	1.7301163197548	1.33763137955474e-11	0.535528596187175	0.653981581172673
B00	A09	1_2	14878	494	1.74276712732939	1.57655402436256	1.92650376274163	9.41026431556754e-28	0.569780853517878	0.00150846777749126
B02	A09	1_2	30714	592	1.57743085350474	1.43996629022726	1.72801829770333	6.17890757171683e-23	0.538671519563239	0.160115911199651
B07	A09	1_2	75655	1957	1.46992084888081	1.39866624366942	1.54480549720422	2.33887147352515e-52	0.510299869621904	0.922358747877606
B08	A09	1_2	18098	880	1.49140531173644	1.38604705788976	1.60477221261313	6.01638842798872e-27	0.597014925373134	8.55818267212266e-12
B27	A09	1_2	6159	197	1.32717636791787	1.13907609578043	1.54633840362777	0.000144247263324895	0.593373493975904	0.0188357163105615
B30	A09	1_2	4990	158	1.78692704469351	1.49784307381332	2.13180427167703	5.83458687305661e-11	0.562277580071174	0.39691503557955
B34	A09	1_2	89878	4238	2.52259633901472	2.43340167440231	2.61506037270789	0	0.53408947700063	8.74973430189752e-08
B35	A09	1_2	61708	1349	1.47083783494125	1.38526305852507	1.56169900249708	9.90575865385643e-37	0.50018539117538	0.928944687508532
B36	A09	1_2	15757	412	1.38439427505264	1.24382915925234	1.54084465261336	1.35864921891969e-09	0.533678756476684	0.515257487298773
B37	A09	1_2	16112	445	1.78544094074452	1.60559083543194	1.98543693856417	5.40156769611063e-27	0.464994775339603	1
B49	A09	1_2	28436	751	1.64252159488553	1.5145425574417	1.78131487716162	2.21556966055882e-33	0.509843856076035	0.928944687508532
B80	A09	1_2	4922	232	1.62482780231376	1.40811933697209	1.8748875310872	1.55320730012561e-11	0.565853658536585	0.131204042271366
B82	A09	1_2	2971	111	1.40097182391426	1.14409327444525	1.71552625580579	0.000558532481842783	0.630681818181818	0.0160055691030901
B86	A09	1_2	4961	128	1.22400638833931	1.01454866729663	1.47670751240307	0.0175119407152265	0.571428571428571	0.373569220257046
B96	A09	1_2	11409	302	2.00751686622618	1.76117628679219	2.28831378119624	9.18525700534579e-26	0.461068702290076	1
B99	A09	1_2	9363	276	1.91323814762231	1.67048683723929	2.19126552087455	3.71942530322694e-21	0.475043029259897	1
C44	A09	1_2	14782	205	1.87159461398635	1.59835885630472	2.19153939385119	3.61560872494231e-15	0.546666666666667	0.572386155597237
C61	A09	1_2	17213	166	1.46274746682083	1.23412987269173	1.73371555055552	5.87928397306924e-06	0.584507042253521	0.0883555642333144
D12	A09	1_2	17222	211	1.68822763980129	1.44792038816879	1.96841800631983	1.19425880834332e-11	0.512135922330097	0.928944687508532
D17	A09	1_2	36829	712	1.5046672402852	1.38522135423023	1.63441279408057	1.95170746177764e-22	0.496513249651325	1
D18	A09	1_2	7349	151	1.55506338655418	1.30114424753137	1.85853500931153	6.16242994245498e-07	0.508417508417509	0.928944687508532
D22	A09	1_2	49183	1224	1.48818122478999	1.39745525266247	1.58479733329418	1.73720885885757e-35	0.537549407114625	0.00971924846243536
D23	A09	1_2	29340	621	1.73446757806587	1.58519521494365	1.89779640450694	2.09039245689195e-33	0.477692307692308	1
D50	A09	1_2	19362	320	1.46819106928743	1.29859891648057	1.65993132181057	4.48934553058551e-10	0.525451559934319	0.922358747877606
D64	A09	1_2	18922	304	1.80184568292876	1.58348008883423	2.05032440128705	2.166044946167e-19	0.485623003194888	1
D69	A09	1_2	11089	168	1.44009252510078	1.21725376246142	1.7037256690483	1.07845567833774e-05	0.526645768025078	0.928944687508532
D72	A09	1_2	9558	185	1.288862931754	1.10028113852147	1.50976654846757	0.00084524038818071	0.516759776536313	0.928944687508532
E03	A09	1_2	20602	340	1.38864410319884	1.23355999036407	1.56322551024032	2.84612388461537e-08	0.558292282430213	0.0787982124881853
E11	A09	1_2	74383	819	1.26865874626495	1.17573418988111	1.36892762694715	4.60931570933264e-10	0.519340519974635	0.723135222706823
E61	A09	1_2	5233	156	1.58188442209918	1.3279837210287	1.88432906612863	1.41906556800364e-07	0.547368421052632	0.69689229996827
E66	A09	1_2	94463	1883	1.38480555107483	1.31665046695281	1.45648861442008	7.16772532495883e-37	0.47634707816848	1
E78	A09	1_2	155868	2235	1.16380162962391	1.1118645646261	1.21816476233393	4.07843923997627e-11	0.458932238193018	1
E79	A09	1_2	36526	403	1.18053494036451	1.06035407500906	1.314337142911	0.00124844041704917	0.48090692124105	1
E87	A09	1_2	6232	102	2.1155147267405	1.68880545412843	2.65004032768571	3.59054712406602e-11	0.483412322274882	1
F10	A09	1_2	36796	589	1.22849255405263	1.12380773838106	1.342928958237	3.0797055941366e-06	0.482391482391482	1
F12	A09	1_2	6405	184	1.30656597984396	1.1155836855974	1.53024347857099	0.000462599579562968	0.552552552552553	0.502495817752411
F14	A09	1_2	5721	179	1.50167959288868	1.2764648149202	1.7666304416227	4.79017938506131e-07	0.505649717514124	0.928944687508532
F17	A09	1_2	139778	2701	1.25721653513303	1.20581414682471	1.31081014464302	3.61527924513593e-27	0.518028385116993	0.14077904172144
F32	A09	1_2	50742	1015	1.68905598009438	1.57441122305966	1.81204888666147	1.2638208226851e-48	0.488921001926782	1
F34	A09	1_2	3857	111	1.83087275332986	1.48325164899157	2.25996380396049	9.18213552411092e-09	0.569230769230769	0.502495817752411
F40	A09	1_2	4690	150	1.7496190830447	1.4604658115422	2.09602094863261	6.56371142101442e-10	0.583657587548638	0.129833668942915
F41	A09	1_2	132377	3945	2.01245922674252	1.94056582030738	2.08701611505225	1.67103577913792e-308	0.507787360020595	0.868418722493671
F43	A09	1_2	20687	631	2.01379864134648	1.83913326541225	2.20505226247424	6.41308766031664e-52	0.493354182955434	1
F45	A09	1_2	4447	139	1.91518294574383	1.58470197478261	2.31458392431876	9.0498384696487e-12	0.538759689922481	0.922358747877606
F51	A09	1_2	42193	875	1.93854332850203	1.7947968089653	2.09380260634973	7.22724316816984e-64	0.461985216473073	1
F52	A09	1_2	39229	719	1.78035588193328	1.63675529024413	1.93655525980408	1.87322968311409e-41	0.504207573632539	0.928944687508532
F60	A09	1_2	4921	141	1.56134231733281	1.29930863800771	1.87622075354795	1.01871109990739e-06	0.516483516483517	0.928944687508532
F80	A09	1_2	2745	148	1.50787621478984	1.26404055240308	1.79874820851784	2.56112681901821e-06	0.69811320754717	4.69537005422684e-07
F90	A09	1_2	13296	426	1.22555821094318	1.10478053059814	1.35953964322402	6.25762045192685e-05	0.617391304347826	5.0160766427599e-08
F91	A09	1_2	7760	313	1.64109172929183	1.4494626871743	1.85805546274554	2.77552538657069e-15	0.61252446183953	2.03941854597239e-05
F95	A09	1_2	2747	116	1.62768218876066	1.33069284631869	1.99095479842551	1.08871811098417e-06	0.610526315789474	0.0544830259728362
F98	A09	1_2	8449	340	1.25564980217748	1.11849167979664	1.40962731702663	5.87085260361731e-05	0.652591170825336	2.46117814279769e-10
G40	A09	1_2	8713	172	1.2080633793262	1.02646706322853	1.42178661230371	0.0115747092149167	0.603508771929825	0.0141660941586734
G43	A09	1_2	17853	605	1.83811716803384	1.6777988317388	2.01375436643929	2.54634847907864e-39	0.521102497846684	0.820696261162517
G44	A09	1_2	16539	544	1.9659301871617	1.78392791916404	2.16650093273093	1.307699560206e-42	0.526112185686654	0.667184030844739
G45	A09	1_2	8633	107	1.54998786889316	1.25472462126743	1.91473280510682	2.44001430249733e-05	0.545918367346939	0.922358747877606
G47	A09	1_2	22255	419	1.87894079138493	1.68203879321453	2.09889243445049	3.17021021950923e-29	0.462472406181015	1
G51	A09	1_2	6416	135	1.57141235420329	1.30148896739344	1.8973167263094	1.32149489200944e-06	0.52734375	0.928944687508532
G56	A09	1_2	20060	339	1.56572436557212	1.38846184866305	1.76561768067792	1.35539515163444e-13	0.487769784172662	1
H00	A09	1_2	27717	754	1.67619293515364	1.54559929324012	1.81782093725537	5.24521662354266e-36	0.514324693042292	0.928944687508532
H01	A09	1_2	9991	278	1.87264129915055	1.63644074103872	2.14293456972865	3.93451592853744e-20	0.478485370051635	1
H04	A09	1_2	13533	255	2.05674097871262	1.78207058479449	2.37374629804779	3.24322548397352e-23	0.532359081419624	0.859512970168272
H10	A09	1_2	98985	2938	1.67577409625444	1.60828340541594	1.74609699523146	6.09896825233264e-134	0.527373900556453	0.00155353210562342
H11	A09	1_2	21401	355	1.42999812866884	1.27307539203746	1.60626358877591	8.44884137609291e-10	0.48431105047749	1
H16	A09	1_2	15719	347	1.42258069523027	1.26529879792266	1.59941338580608	1.9255012632093e-09	0.526555386949924	0.887908045546842
H25	A09	1_2	34116	355	1.58176315249579	1.40567102459823	1.77991480709971	1.38142380662743e-14	0.445420326223338	1
H36	A09	1_2	10719	113	1.35151562958484	1.10336651402512	1.65547392801384	0.00182326996927878	0.515981735159817	0.928944687508532
H40	A09	1_2	26419	260	1.26382206462642	1.1050318122651	1.44543007116016	0.000321423082660843	0.498084291187739	1
H50	A09	1_2	3926	151	1.30261772069289	1.09548006782055	1.54892177056122	0.00140266264417375	0.692660550458716	7.55846584509298e-07
H52	A09	1_2	44694	1153	1.31985872615183	1.23812382385354	1.40698936846013	9.62314148130375e-18	0.552997601918465	6.44912424706699e-05
H53	A09	1_2	27596	621	1.57352269527677	1.43974730311574	1.71972794614225	8.2222453079003e-24	0.541412380122058	0.092323913434331
H54	A09	1_2	43170	888	1.52766425650909	1.41844344940249	1.64529511669891	2.35727860874407e-29	0.493333333333333	1
H57	A09	1_2	35257	826	1.67081748166058	1.5459974220911	1.80571520827418	1.18636184093367e-38	0.52914798206278	0.26087946887237
H60	A09	1_2	63791	1851	1.62187896337249	1.5403373628234	1.70773717194563	1.31671060580788e-75	0.50326264274062	0.928944687508532
H61	A09	1_2	148740	2911	1.41889702988575	1.36227140995985	1.47787641045624	8.2636534961962e-64	0.520751341681574	0.0408513755160315
H65	A09	1_2	51569	1984	1.64965251834739	1.56968601319543	1.73369285858004	5.68263555953135e-87	0.537960954446855	0.000179616112968093
H66	A09	1_2	47367	1674	1.62091551380212	1.53562409247317	1.7109441794788	6.98584543677743e-69	0.551383399209486	9.51367816887117e-07
H81	A09	1_2	40660	999	2.18577574052587	2.0314010198726	2.3518820464957	1.89117405653803e-97	0.531948881789137	0.0993806695829011
H90	A09	1_2	13688	215	1.44514326405846	1.24497361467871	1.67749663850707	6.6298256910331e-07	0.491990846681922	1
H91	A09	1_2	54237	984	1.62832909417523	1.51653950900092	1.74835909199905	2.11157488424336e-41	0.511168831168831	0.928944687508532
H92	A09	1_2	29972	968	1.66489051935588	1.55026897946023	1.78798678046578	8.0505041938967e-45	0.507337526205451	0.928944687508532
H93	A09	1_2	27934	460	1.67702389670105	1.51100258167185	1.86128679343128	1.31126646110144e-22	0.472764645426516	1
I10	A09	1_2	125244	1511	1.15921444610483	1.09658136181491	1.22542492408779	9.91070138686257e-08	0.474709393653786	1
I11	A09	1_2	12925	145	1.36928069986189	1.14372588827095	1.63931729992466	0.00031479123268307	0.535055350553506	0.928944687508532
I20	A09	1_2	11452	158	1.79900972112407	1.50525404002508	2.15009286847354	5.50119238613937e-11	0.574545454545455	0.201239755319526
I21	A09	1_2	15675	214	1.86190205481799	1.59552354398793	2.17275343557179	1.55238515981443e-15	0.60968660968661	0.00156645161112714
I25	A09	1_2	23151	295	1.72296375353785	1.51209705733957	1.96323647453444	1.63583875274046e-16	0.593561368209256	0.00120880383476155
I35	A09	1_2	10723	114	1.26774003322721	1.03727646357854	1.54940832871336	0.0103129406673176	0.575757575757576	0.373569220257046
I44	A09	1_2	15876	166	1.42553326391775	1.20344159378047	1.68861131029405	2.0743739003489e-05	0.440318302387268	1
I45	A09	1_2	24106	382	1.66621247608815	1.48631075055896	1.86788934576954	1.04533218241261e-18	0.529085872576177	0.705243825611733
I48	A09	1_2	23415	234	1.37594474953485	1.19304578057654	1.58688290474288	5.91600790417739e-06	0.4875	1
I49	A09	1_2	14691	217	1.52415262329621	1.3126496234149	1.76973441934737	1.65105429154079e-08	0.5425	0.664812186102388
I50	A09	1_2	13876	145	1.39189084987668	1.16219761245777	1.6669799672651	0.000165501448948245	0.489864864864865	1
I51	A09	1_2	8660	129	1.57143276750978	1.2953116612773	1.90641450750808	2.31426225425117e-06	0.553648068669528	0.69689229996827
I64	A09	1_2	14259	150	1.40717296157833	1.17813359835101	1.68073955837321	8.33616475138798e-05	0.543478260869565	0.848481509393337
